Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ACCT,3200,501,9,17,6,8,2,1,,3,,,1,,1,1,,,,,"Smallwood, James E",,,,,,jes094020,james smallwood,Introduction to Business and Professional Development 
MECH,2330,002,2,4,7,2,5,5,1,11,1,1,3,3,3,1,,,,,"Thamban, P.L.Stephan","Garimella, Martand Mayukh",,,,,stephan,p l stephan thamban,Dynamics 
IMS,3310,008,,6,6,10,14,3,2,7,,,,,,1,,,,,"Qian, Cuili","Liao, Xin",,,,,cxq170330,cuili qian,International Business 
IMS,3310,010,,5,11,6,10,10,5,1,,,,,,1,,,,,"Zydorek, Hubert","Campos de Castro Ferreira, Leticia",,,,,hxz120930,hubert zydorek,International Business 
CS,1336,004,2,4,4,6,3,1,3,4,3,1,1,3,13,1,,,,,"Thompson, Laurie A",,,,,,lthomp,laurie thompson,Programming Fundamentals 
MKT,3300,0W1,,15,6,6,13,6,,2,,,,,,0,1,,,,"Pahwa, Parneet",,,,,,pxp030100,parneet pahwa,Principles of Marketing 
MUSI,1306,001,15,15,5,3,2,1,3,2,,,,1,2,0,,,,,"Jones, Eric",,,,,,exj180003,eric jones,Understanding Music 
BUAN,6341,002,,27,16,6,,,,,,,,,,0,,,,,"Sohaee, Nassim","Prasad, Pooja",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
MKT,6301,0W2,,13,11,14,4,5,,2,,,,,,0,,,,,"Biswas, Abhijit","Kulkarni, Chinmayi S","Kumar, Sumeet",,,,axb019100,abhijit biswas,Marketing Management 
MKT,6310,0W1,,20,5,15,6,2,1,,,,,,,0,,,,,"Biswas, Abhijit","Kumar, Sumeet",,,,,axb019100,abhijit biswas,Consumer Behavior 
DANC,1310,001,10,32,4,1,2,,,,,,,,,0,,,,,"Johnson, Melissa A",,,,,,maj140430,melissa johnson,Understanding Dance 
BCOM,3200,001,27,8,4,2,5,1,1,,,,,,1,0,,,,,"Ahlberg, Mehrzad",,,,,,mxa087100,mehrzad ahlberg,Introduction to Business and Professional Development 
MKT,3300,005,3,20,5,10,4,2,2,2,1,,,,,0,,,,,"Corbin, Sonja C",,,,,,scc130530,sonja corbin,Principles of Marketing 
ITSS,4V95,001,38,10,1,,,,,,,,,,,0,,,,,"Khan, Taimur A","Zhu, Wangsheng",,,,,txk123530,taimur khan,Seminar Series in Information Systems 
MKT,4380,001,6,18,20,4,1,,,,,,,,,0,,,,,"Haworth, Julie B",,,,,,haworth,julie haworth,Capstone Course in Marketing 
MKT,3300,004,10,5,8,6,5,13,2,,,,,,,0,,,,,"Pahwa, Parneet","Saremi, Ehsan","Qian, Kun",,,,pxp030100,parneet pahwa,Principles of Marketing 
CS,1337,005,2,15,5,2,10,1,1,8,2,,1,,2,0,,,,,"Simmons, Christopher S",,,,,,css180002,christopher simmons,Computer Science I 
MUSI,1306,002,18,13,7,1,4,2,2,1,1,,,,,0,,,,,"Jones, Eric",,,,,,exj180003,eric jones,Understanding Music 
BUAN,6337,501,,7,14,12,4,8,4,,,,,,,0,,,,,"Tehrani, Shervin S","Jameei Osgouei, Ata","Kasaian, Keyvan",,,,sst180003,shervin tehrani,Predictive Analytics Using SAS 
OB,6301,MBC,,26,22,1,,,,,,,,,,0,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,
ACCT,3322,001,4,11,5,7,10,2,3,2,,,,,5,0,,,,,"Goodrich, Mary Beth W",,,,,,goodrich,mary beth goodrich,Integrated Accounting Information Systems 
THEA,1310,002,38,9,,1,1,,,,,,,,,0,,,,,"Sanders, Christine",,,,,,cxs180032,christine sanders,Understanding Theatre 
ACCT,6202,MBC,,22,8,6,5,4,4,,,,,,,0,,,,,"Janakiraman, Surya","He, Jiapeng",,,,,suryaj,surya janakiraman,
OBHR,3310,501,,23,14,7,3,2,,,,,,,,0,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,Organizational Behavior 
MKT,3300,003,10,10,8,9,5,6,1,,,,,,,0,,,,,"Pahwa, Parneet","Saremi, Ehsan","Qian, Kun",,,,pxp030100,parneet pahwa,Principles of Marketing 
CE,4370,001,,4,6,7,14,8,9,1,,,,,,0,,,,,"Carrion Schaefer, Benjamin","Nguyen, Van Thuan",,,,,bxc162630,benjamin carrion schaefer,Embedded Microprocessor Systems 
OBHR,3330,002,11,10,14,9,1,1,1,2,,,,,,0,,,,,"Ritchey, David B",,,,,,davidr,david ritchey,Introduction to Human Resource Management 
ITSS,3200,001,21,17,5,3,,1,,1,,,,,1,0,,,,,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Introduction to Business and Professional Development 
IMS,3310,006,,14,4,9,13,3,2,3,1,,,,,0,,,,,"Zydorek, Hubert","Campos de Castro Ferreira, Leticia",,,,,hxz120930,hubert zydorek,International Business 
ACCT,4340,001,17,12,6,9,2,,1,,1,,1,,,0,,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson,Survey of Accounting Software 
MUSI,1306,005,9,23,5,9,2,,,1,,,,,,0,,,,,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury,Understanding Music 
GEOS,1303,501,3,3,4,5,5,7,3,5,5,1,5,1,2,0,,,,,"Griffin, William R","Sink, Katharine O",,,,,griffin,william griffin,Physical Geology 
THEA,1310,001,6,26,5,4,1,,2,2,,1,,,2,0,,,,,"Ketchum, Mary A",,,,,,mak180021,mary ketchum,Understanding Theatre 
IMS,3310,001,,1,8,6,19,14,,1,,,,,,0,,,,,"Tsang, Wing K","Bai, Xiaoou","Balaji, Pavithra",,,,wkt071000,wing tsang,International Business 
OPRE,6302,MBC,,13,16,9,7,4,,,,,,,,0,,,,,"Rajamani, Divakar","Hosseinabadi Farahani, Mehdi",,,,,dxr020100,divakar rajamani,
ITSS,4330,002,41,5,2,,1,,,,,,,,,0,,,,,"Khan, Taimur A","Zhu, Wangsheng",,,,,txk123530,taimur khan,Systems Analysis and Design 
FIN,6301,0W1,,13,,2,12,3,,5,,,,,8,7,,,,,"Day, Theodore",,,,,,tday,theodore day,Financial Management 
CS,4384,001,7,3,6,4,12,3,3,3,1,1,1,,,6,,,,,"Huynh, Dung T","Mohammadpour, Somayeh",,,,,huynh,dung huynh,Automata Theory 
ENTP,4340,501,3,8,8,10,8,4,3,,,,,,,6,,,,,"Miller, Toyah L","Welbourne Eleazar, Miranda J",,,,,tlm140330,toyah miller,Social Sector Engagement and Community Outreach 
AHST,3315,001,11,7,3,4,5,1,7,3,,1,,1,4,3,,,,,"Goode, Dianne H",,,,,,dgoode,dianne goode,The Art of the Renaissance 
CS,1336,005,8,12,3,4,3,2,2,6,1,,2,1,3,3,,,,,"Narayanasami, Priya",,,,,,pxn173330,priya narayanasami,Programming Fundamentals 
ENGR,2300,006,5,8,12,8,4,2,2,1,1,,1,,3,3,,,,,"Webb, Jennifer H","Vankayalapati, Bhanu Teja",,,,,jhw170130,jennifer webb,Linear Algebra for Engineers 
IMS,6204,0W1,,8,13,18,7,1,,1,,,,,,2,,,,,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,,wolduh,habte woldu,Global Business 
GEOS,2310,001,1,18,5,4,7,4,2,2,2,1,2,,1,1,,,,,"Brikowski, Tom","Peiris, Inoka M","Nichols, Naomi Ty Asha P",,,,brikowi,tom brikowski,Environmental Geology 
CS,5343,502,,21,6,7,7,3,1,1,,,,,3,1,,,,,"Gupta, Neeraj K",,,,,,nkg140130,neeraj gupta,
MIS,6204,0W1,,13,,,26,,,10,,,,,1,0,,,,,"Sarkar, Sumit","Srivastava, Smriti",,,,,sumit,sumit sarkar,Information Technology for Management 
COMD,7301,501,,50,,,,,,,,,,,,0,,,,,"Rich, Judith B",,,,,,jbm014600,,Public School Methods 
ITSS,4370,0W1,12,11,6,9,11,1,,,,,,,,0,,,,,"Majumdar, Sumit K","Mehta, Sameer",,,,,skm021100,sumit majumdar,Information Technology Infrastructure Management 
CS,1136,102,22,10,2,2,4,,2,2,1,,2,,3,0,,,,,"Vogel, Don G","Perkins, Stephen J",,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,4301,002,,28,2,,12,,,5,,,1,,2,0,,,,,"Cole, John","Shahbazi, Nima",,,,,jxc064000,john cole,Special Topics in Computer Science 
OB,6301,0W2,,39,,,9,,,1,,,,,1,0,,,,,"Hasenhuttl, Maria","Kim, Kyun",,,,,h1562,maria hasenhuttl,Organizational Behavior 
HMGT,4321,501,,29,5,5,7,1,1,1,1,,,,,0,,,,,"Moonesinghe, Mark S",,,,,,msm160030,mark moonesinghe,Introduction to Healthcare Information Systems 
CS,1325,003,6,2,2,4,1,3,2,5,6,,3,1,10,6,,,,,"Shields, Charles O",,,,,,cshields,charles shields,Introduction to Programming 
ACCT,6301,501,,22,,1,22,,,4,,,,,,2,,,,,"Karnuta, Daniel","Keogh, Reagan D",,,,,dxk173030,daniel karnuta,Financial Accounting 
CS,6364,501,,20,11,12,2,2,,,,,,,2,2,,,,,"Min, Richard K","Dakle, Parag Pravin",,,,,rkm010300,richard min,Artificial Intelligence 
MIS,6326,001,,20,7,8,12,,,3,,,,,,1,,,,,"Ryu, Young",,,,,,ryoung,young ryu,Data Management 
SE,4352,001,8,7,13,7,6,1,,5,,1,1,,1,0,,1,,,"Christiansen, Michael G","Torabi, Behnam",,,,,mgc013000,michael christiansen,Software Architecture and Design 
ITSS,4360,001,4,4,6,20,10,4,,2,1,,,,,0,,,,,"Thirumalai, Nambi","Gungor, Ahmet B",,,,,ndt180001,nambi thirumalai,Network and Information Security 
CS,1336,002,2,7,5,4,9,5,6,4,2,1,1,2,3,0,,,,,"Alagar, Sridhar",,,,,,sxa173731,sridhar alagar,Programming Fundamentals 
OB,6301,0W1,,46,,,4,,,1,,,,,,0,,,,,"Hasenhuttl, Maria","Kim, Kyun",,,,,h1562,maria hasenhuttl,Organizational Behavior 
MECO,6303,0W1,,14,7,20,4,4,1,,,,,,1,0,,,,,"Lewin, Peter","Ogunjobi, Olufunke A",,,,,plewin,peter lewin,Business Economics 
FIN,3390,002,5,9,,8,4,6,5,4,4,,,3,3,0,,,,,"El-Ashmawi, Amal H","Altammam, Ali A",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
SE,4351,001,5,23,13,2,6,1,,1,,,,,,0,,,,,"Smith, Klyne","Wang, Haoliang",,,,,kxs180052,klyne smith,Requirements Engineering 
CS,1325,001,2,3,5,6,3,6,3,4,8,2,2,1,4,3,,,,,"Shields, Charles O",,,,,,cshields,charles shields,Introduction to Programming 
CS,1336,503,,8,3,3,6,2,2,5,3,6,3,1,8,2,,,,,"Shields, Charles O",,,,,,cshields,charles shields,Programming Fundamentals 
HMGT,3301,002,4,25,6,6,2,2,1,3,,,,,1,2,,,,,"Berrett, Britt R","Janakiraman, Sreenath",,,,,brb051000,britt berret,Introduction to Healthcare Management 
BPS,4305,0W1,,8,,7,21,,5,4,,1,4,,1,1,,,,,"Chasteen, Larry H","Bai, Xiaoou",,,,,chasteen,larry chasteen,Strategic Management 
EE,3320,002,3,4,5,2,4,4,3,4,9,2,5,1,5,1,,,,,"Khoobroo, Amir","Goswami, Pingakshya",,,,,axk144831,amir khoobroo,Digital Circuits 
OPRE,3320,001,,18,,16,11,,1,1,,1,,,3,1,,,,,"Mozik, Vince C",,,,,,vcm170130,vince mozik,Supply Chain Management 
ACCT,6373,501,,42,,,10,,,,,,,,,0,,,,,"Karnuta, Daniel","Keogh, Reagan D",,,,,dxk173030,daniel karnuta,Advanced External Auditing 
CS,3162,551,4,42,,1,3,,,2,,,,,,0,,,,,"DeGroot, Doug",,,,,,dxd180020,doug degroot,Professional Responsibility in Computer Science and Software Engineering 
MIS,6319,501,,31,,,20,,,1,,,,,,0,,,,,"Thompson, Luell O","Pearam, Swetha S",,,,,lot013000,luell thompson,Enterprise Resource Planning 
OPRE,6367,001,,52,,,,,,,,,,,,0,,,,,"Parks, David",,,,,,dxp153830,david parks,Capstone Projects in Supply Chain Management 
MIS,6380,002,,9,13,8,7,12,3,,,,,,,0,,,,,"Bradbury, Judd D","Kulkarni, Aniket S","Muntha, Sainath",,,,jdb101000,judd bradbury,Data Visualization 
OBHR,4354,001,4,16,17,8,4,,2,,,,,,1,0,,,,,"Meda, Edward","Tsai, Lin",,,,,exm150330,edward meda,Leading Organizational Change 
FIN,3390,001,6,6,,9,4,6,6,4,3,,3,2,3,0,,,,,"El-Ashmawi, Amal H","Altammam, Ali A",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
PSCI,4396,002,7,19,7,10,4,,2,,1,,,,2,0,,,,,"Boots, Denise P","Saucedo De La Fuente, David",,,,,dpb062000,denise boots,Selected Topics in Government and Politics 
CS,1337,013,13,10,10,3,2,2,1,1,1,,1,,3,6,,,,,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science I 
EE,3302,002,1,4,1,6,5,2,9,8,5,,6,,3,3,,,,,"Kehtarnavaz, Nasser","Wei, Haoran",,,,,nxk019000,nasser kehtarnavaz,Signals and Systems 
ENGR,3341,002,,11,10,8,11,5,3,1,1,,2,,,1,,,,,"Saquib, Mohammad","Hasan, Md Imrul",,,,,saquib,mohammad saquib,Probability Theory and Statistics 
CS,4341,003,,7,,,15,,,20,,,3,,7,1,,,,,"Goodrum, Richard A",,,,,,rag150330,richard goodrum,Digital Logic and Computer Design 
ACCT,6335,PP2,,37,11,4,1,,,,,,,,,0,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,,tabortz,tiffany bortz,Ethics for Professional Accountants 
ACCT,6353,PP2,,9,26,12,6,,,,,,,,,0,,,,,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher,Fundamentals of Taxation II 
BUAN,6346,001,,13,16,6,10,6,,1,,,,,1,0,,,,,"Bradbury, Judd D","Kulkarni, Aniket S","Muntha, Sainath",,,,jdb101000,judd bradbury,Big Data 
MIS,6344,001,,19,8,14,7,5,,,,,,,,0,,,,,"Mehra, Amit","Agarwala, Neeraj",,,,,axm078200,amit mehra,Web Analytics 
BUAN,6337,002,,8,16,8,9,8,4,,,,,,,0,,,,,"Tehrani, Shervin S","Jameei Osgouei, Ata","Kasaian, Keyvan",,,,sst180003,shervin tehrani,Predictive Analytics Using SAS 
CS,3345,003,2,10,17,14,6,2,,,,,,,2,0,,,,,"Chida, Anjum",,,,,,axc157030,anjum chida,Data Structures and Introduction to Algorithmic Analysis 
HLTH,4305,002,,3,9,12,7,5,9,3,2,1,,,1,2,,,,,"Stark, Azadeh T",,,,,,ats160030,azadeh stark,Public Health 
CS,3345,001,2,8,12,5,7,6,7,2,1,,,,2,0,,,,,"Ozbirn, Greg A",,,,,,ozbirn,greg ozbirn,Data Structures and Introduction to Algorithmic Analysis 
OPRE,6301,0W1,,13,8,12,6,9,2,1,,,,,1,2,,,,,"Leach, Sonia E","Zhang, Wen",,,,,sel120030,sonia leach,Statistics and Data Analysis 
MKT,6301,501,,7,5,15,17,1,5,2,,,,,,2,,,,,"Bruce, Norris I","Roshangarzadeh, Reza","Kumar, Sumeet",,,,nxb018100,norris bruce,Marketing Management 
ACCT,4342,PP2,7,10,11,17,2,4,,1,,1,,,,1,,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ITSS,4351,001,,9,9,8,12,7,1,5,,1,,1,,1,,,,,"Shekhar, Gaurav","Agrawal, Pulkit",,,,,gxs150130,gaurav shekhar,Foundations of Business Intelligence 
ENGR,3341,006,9,12,3,3,4,6,4,1,3,,,,8,1,,,,,"Myers, Kathleen","Winter, Patrick M","Quayum, Ayon",,,,kxm156530,kathleen myers,Probability Theory and Statistics 
MIS,6344,003,,18,12,8,9,5,,1,,,,,,1,,,,,"Mehra, Amit","Agarwala, Neeraj",,,,,axm078200,amit mehra,Web Analytics 
MECO,6303,501,,4,21,6,7,6,5,4,,,,,,0,,,,,"Kiser, Stephen L",,,,,,slk012100,stephen kiser,Business Economics 
MIS,6330,501,,35,9,7,2,,,,,,,,,0,,,,,"Howe, Nate","Choudhary, Aarzoo",,,,,nxh141030,nate howe,Information Technology Security 
OB,6301,001,,46,,,5,,,1,,,,,1,1,,,,,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl,Organizational Behavior 
ATCM,2305,001,21,17,5,2,3,2,1,1,1,,,,1,0,,,,,"Fechter, Todd A","Jennings, Christopher M",,,,,taf051000,todd fechter,Computer Animation Processes 
BMEN,3315,501,3,19,5,5,9,1,1,8,2,,,,1,0,,,,,"Cogan, Stuart","Chakraborty, Bitan",,,,,sxc149830,stuart cogan,Thermodynamics and Physical Chemistry in Biomedical Engineering 
CLDP,3305,001,,40,,,13,,,1,,,,,,0,,,,,"Touchstone, Emily W","Thomas, Abbey L",,,,,exw010200,emily touchstone,Language and Literacy Development 
OPRE,6332,501,,23,8,8,4,5,3,1,,,,,2,0,,,,,"Ramanathan, Kannan","Li, Changpei","Chou, Cheng-Chih",,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
CLDP,3303,001,3,17,,5,11,1,2,9,,1,1,,2,3,,,,,"Maguire, Mandy","Yuan, Haiying",,,,,mjm053000,mandy maguire,Normal Language Development 
OPRE,3333,501,7,9,5,8,2,6,2,4,8,,,,1,3,,,,,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,,kxa180010,khatereh ahadi,Quantitative Business Analysis 
CS,4337,501,7,13,15,4,5,4,2,,,2,,,2,1,,,,,"McMahan, Timothy","Desai, Takshak",,,,,txm173230,timothy mcmahan,Organization of Programming Languages 
EESC,6395,001,,34,15,3,2,,,,,,,,,1,,,,,"Tamil, Lakshman",,,,,,laxman,lakshman tamil,Wireless Sensor Systems and Networks 
ENGR,3341,003,,14,2,2,12,5,,11,2,,3,,3,1,,,,,"Gelb, Lev D","Noor Shoudha, Shamman",,,,,ldg102020,lev gelb,Probability Theory and Statistics 
CRIM,3302,001,1,15,11,6,7,3,4,3,2,1,1,,,1,,,,,"Leeper Piquero, Nicole","Derlic, Dragana",,,,,nxl112230,nicole piquero,Advanced Criminology 
OPRE,3360,009,7,5,6,7,9,7,2,6,,1,3,,1,1,,,,,"Toptal, Aysegul","Farajbakhsh Mamaghani, Fariba",,,,,axt083100,aysegul toptal,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3310,004,6,14,1,2,21,,,7,,,,,3,1,,,,,"Kohankie, Robert W",,,,,,rwk130030,robert kohankie,Operations Management 
ITSS,3311,002,18,14,8,8,4,,1,1,,,,1,,0,,,,,"Tunc, Murat M",,,,,,mmt150230,murat tunc,Introduction to Programming 
CS,3360,002,13,6,11,8,6,3,,,4,,2,,2,0,,,,,"Feng, Ranran","Zhang, Chenxu","Vellingiri, Shanthi",,,,rxf090020,ranran feng,Computer Graphics for Artists and Designers 
UTD,EXCM,001,,,,,,,,,,,,,,0,,,,,,,,,,,,,
ENGR,3300,007,,3,5,1,11,6,,15,6,,3,1,2,3,,,,,"Florence, James M","Gandluru, Veerabharathchandrareddy",,,,,jmf130530,james florence,Advanced Engineering Mathematics 
CS,3377,0W1,,12,8,5,8,10,,1,1,,3,,5,3,,,,,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen,C C  Programming in a UNIX Environment 
ENGR,3300,005,11,3,,1,4,4,1,4,9,,1,5,11,2,,,,,"Saad, Ricardo E","Tokgoz, Serkan","Samadian, Azadeh",,,,rsaad,ricardo saad,Advanced Engineering Mathematics 
ENGR,3341,007,2,4,6,5,5,5,3,6,4,3,6,2,3,2,,,,,"Myers, Kathleen","Winter, Patrick M","Quayum, Ayon",,,,kxm156530,kathleen myers,Probability Theory and Statistics 
ENGR,3341,001,,10,2,3,11,5,,12,4,2,4,,1,2,,,,,"Gelb, Lev D","Noor Shoudha, Shamman",,,,,ldg102020,lev gelb,Probability Theory and Statistics 
HLTH,4306,001,2,6,8,,9,5,9,2,7,2,1,1,3,1,,,,,"Savard, Ryan R",,,,,,rrs170330,ryan savard,Health and Sport 
BMEN,4V95,003,5,5,6,5,8,5,5,1,4,,4,4,3,1,,,,,"Ardestani Khoubrouy, Soudeh","Hedden, Brian",,,,,sxa074200,soudeh khoubrouy,Undergraduate Topics in Biomedical Engineering 
MECH,2320,002,1,9,10,10,10,10,2,1,,,,,2,1,,,,,"Ryu, III","Nguyen, Cuong P",,,,,ixr161130,,Mechanics of Materials 
CS,1134,102,39,4,1,3,,,1,2,,1,,,4,1,,,,,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science Laboratory 
MKT,3300,012,,11,3,12,9,3,3,7,3,1,1,3,,0,,,,,"Wu, Fang","Qian, Kun",,,,,fxw052000,fang wu,Principles of Marketing 
CS,3354,001,,26,8,7,10,,4,,,,,,1,0,,,,,"Cankaya, Ebru C","Wang, Xiaoyu",,,,,exc067000,ebru cankaya,Software Engineering 
ITSS,4360,501,4,12,11,14,6,6,2,1,,,,,,0,,,,,"Howe, Nate","Choudhary, Aarzoo",,,,,nxh141030,nate howe,Network and Information Security 
EE,4310,001,,18,,5,15,4,3,4,2,,1,,4,0,,,,,"Skinner, Neal G","Zhang, Yujie","Qiu, Yuning",,,,skinner,neal skinner,Systems and Controls 
FIN,6325,001,,23,10,12,11,,,,,,,,,0,,,,,"Xia, Han (Victor)",,,,,,hxx110930,han xia,Macroeconomics and Financial Markets 
BUAN,6340,003,,27,10,12,7,,,,,,,,,0,,,,,"Ge, Ling","Panthagani, Phanindra",,,,,lxg180006,,Programming for Data Science 
CS,3354,004,33,17,2,,2,,1,1,,,,,,0,,,,,"Cankaya, Ebru C","Ashtiani, Omeed E",,,,,exc067000,ebru cankaya,Software Engineering 
SE,3306,001,28,10,3,2,4,1,1,1,,,1,,3,3,,,,,"Belavadi, Vibha Chandramouli",,,,,,vxb141530,,Mathematical Foundations of Software Engineering 
BIOL,3370,001,10,14,6,8,5,6,2,1,1,,1,,1,2,,,,,"Hill, Brenna R",,,,,,brh140230,brenna hill,Exercise Physiology 
MKT,3300,001,,7,3,4,10,11,5,8,4,1,1,,1,2,,,,,"Wu, Fang","Qian, Kun","Roshangarzadeh, Reza",,,,fxw052000,fang wu,Principles of Marketing 
MATH,3310,002,12,13,6,5,4,4,4,3,2,,1,1,1,1,,,,,"Dabkowska, Malgorzata A","Burnett, Joseph V",,,,,mxd066000,malgorzata dabkowska,Theoretical Concepts of Calculus 
EE,3320,001,2,12,13,9,4,3,6,1,2,2,,,2,1,,,,,"Bhatia, Dinesh","Shahshahani, Masoud",,,,,dinesh,dinesh bhatia,Digital Circuits 
ITSS,3300,501,4,24,10,4,4,3,1,1,,,,,5,1,,,,,"Fuller, Tony F","Tang, Ping",,,,,tff170130,tony fuller,Information Technology for Business 
COMD,6240,001,,57,,,,,,,,,,,,0,,,,,"Touchstone, Emily W",,,,,,exw010200,emily touchstone,Professional Issues in Speech Language Pathology 
MKT,3340,501,4,22,11,6,6,3,2,3,,,,,,0,,,,,"Hudelot, Loretta F",,,,,,lfh170000,loretta hudelot,Marketing Research 
CS,3340,002,5,7,8,7,5,5,6,6,3,3,,1,1,0,,,,,"Mazidi, Karen J",,,,,,kjm160430,karen mazidi,Computer Architecture 
MATH,3379,001,3,12,8,7,8,2,3,3,2,3,2,,4,0,,,,,"Hooshyar, Mohammad","Dabkowski, Mieczyslaw K",,,,,ali,mohammad hooshyar,Complex Variables 
MECH,3350,001,,11,7,7,10,9,5,5,3,,,,,0,,,,,"Park, Wooram","Yu, Haoliang","Park, Sungju",,,,wxp103020,wooram park,Kinematics and Dynamics of Mechanical Systems 
MIS,6380,001,,10,12,6,17,7,2,3,,,,,,0,,,,,"Bradbury, Judd D","Kulkarni, Aniket S","Muntha, Sainath",,,,jdb101000,judd bradbury,Data Visualization 
HMGT,3301,003,14,23,5,4,5,3,,2,1,,,,,0,,,,,"Walton, James W",,,,,,jww160330,james walton,Introduction to Healthcare Management 
MECH,3310,001,8,5,7,15,13,1,3,2,,,1,,2,0,,,,,"Ouyang, Hui","Sarma, Jyotirmoy",,,,,hxo150330,hui ouyang,Thermodynamics 
ACCT,3101,PPA,,,,,,,,,,,,,,1,57,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,,tabortz,tiffany bortz,Professional Program in Accounting Lyceum 
OPRE,3310,501,1,6,5,2,6,4,5,12,4,1,6,1,,5,,,,,"Kuo, Ching-Chung","Takasi, Venkanna Dora Goutham",,,,,cxk162830,,Operations Management 
HLTH,1322,0W1,,8,7,6,10,8,1,5,2,,4,,3,3,1,,,,"Day, Lora N",,,,,,lnd092000,lora day,Human Nutrition 
HMGT,3301,001,,11,17,6,6,6,4,2,,1,1,,1,3,,,,,"Fleming, Forney F","Khelani, Tarun M",,,,,fwf081000,forney fleming,Introduction to Healthcare Management 
ITSS,3300,008,4,18,5,5,3,4,4,1,,2,,1,9,2,,,,,"Hansen, Atanas Y","Zhu, Wangsheng",,,,,ayt061000,atanas hansen,Information Technology for Business 
CS,1337,012,23,8,9,1,8,4,,1,1,1,,,,2,,,,,"McMahan, Timothy",,,,,,txm173230,timothy mcmahan,Computer Science I 
BUAN,6398,001,,18,1,9,23,1,,5,,,,,,1,,,,,"Alimirzaei, Athena","Seripalli, Dilip Kumar",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
BUAN,6337,004,,20,1,5,24,,,7,,,,,,1,,,,,"Grigsby, Mike",,,,,,mxg153330,mike grigsby,Predictive Analytics Using SAS 
CS,1334,002,3,17,4,7,13,1,2,3,,1,1,,5,1,,,,,"Arnold, Gordon L",,,,,,gxa120930,gordon arnold,Programming Fundamentals for Non-Majors 
OBHR,3310,006,22,21,7,6,,1,,,,,,,,1,,,,,"Boncoeur, Olivier D",,,,,,odb160030,,Organizational Behavior 
CS,6360,003,,14,19,9,11,3,1,,,,,,,1,,,,,"Davis, Chris I","Karki, Dipendra",,,,,cid021000,chris davis,Database Design 
IMS,3310,013,,7,2,3,12,15,3,14,,,,,1,1,,,,,"Qian, Cuili","Liao, Xin",,,,,cxq170330,cuili qian,International Business 
CS,4347,005,7,24,13,5,3,1,2,1,,,,,1,1,,,,,"Wu, Wei L","Ghosh, Smita",,,,,wxw020100,weili wu,Database Systems 
CS,6363,003,,23,9,25,1,,,,,,,,,0,,,,,"Bereg, Sergey","Dong, Zheng",,,,,sxb027100,sergey bereg,Design and Analysis of Computer Algorithms 
BUAN,6398,003,,25,1,9,16,1,2,4,,,,,,0,,,,,"Alimirzaei, Athena","Seripalli, Dilip Kumar",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
CE,4348,001,,10,,,34,,,14,,,,,,0,,,,,"Goodrum, Richard A","Yu, Xinyue","Chappidi, Sruthi",,,,rag150330,richard goodrum,Operating Systems Concepts 
ACCT,3341,001,5,8,14,11,7,7,1,4,,,1,,,0,,,,,"Sadka, Gil","Chu, Yu Fang","Fan, Zhongwen",,,,gxs143630,gil sadka,Cost Management Systems 
CS,3345,501,8,8,4,5,8,6,16,,2,,,,1,0,,,,,"Khan, Ziaullah",,,,,,kkhan,ziaullah khan,Data Structures and Introduction to Algorithmic Analysis 
MKT,6352,001,,26,7,8,13,4,,,,,,,,0,,,,,"Tirone, Guido",,,,,,gxt170001,guido tirone,Marketing Web Analytics and Insights 
CS,2336,501,17,8,11,14,2,3,2,,1,,,,,0,,,,,"Khan, Ziaullah",,,,,,kkhan,ziaullah khan,Computer Science II 
FIN,6360,001,,9,8,14,26,1,,,,,,,,0,,,,,"Zhao, Feng","Lee, Pil-Seng",,,,,fxz082000,feng zhao,Derivatives Markets 
