Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Total W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
CHEM,2123,107,25,4,1,,,,,,,,,,,0,"Jaggi, Neelam","Li, Baowen",,,,,nxj190013,,Introductory Organic Chemistry Laboratory I 
CHEM,2123,108,19,9,2,,,,,,,,,,,0,"Taghavi Nasrabadi, Amir","Siddiki, A K M Nur Alam",,,,,axt128930,,Introductory Organic Chemistry Laboratory I 
CHEM,2123,109,19,10,1,,,,,,,,,,,0,"Panapitiya, Nimanka P","Boardman, Samuel",,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry Laboratory I 
CHEM,2123,112,13,11,4,2,,,,,,,,,,0,"Tran, Daniel N","Hernandez, Jayoh A",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory I 
CHEM,2123,114,22,5,1,,1,,,,,,,,,1,"Taghavi Nasrabadi, Amir","Siddiki, A K M Nur Alam",,,,,axt128930,,Introductory Organic Chemistry Laboratory I 
CHEM,2123,115,21,7,2,,,,,,,,,,,0,"Jaggi, Neelam","Li, Baowen",,,,,nxj190013,,Introductory Organic Chemistry Laboratory I 
CHEM,2123,116,13,12,1,3,,,,,,,,,,1,"Shah, Shailesh N","Parra, Aaron",,,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory I 
CHEM,2123,117,25,3,1,,,,,,,,,,,1,"Wijenayake, Sumudu N","Nafar, Nastaran",,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry Laboratory I 
CHEM,2123,118,22,7,,1,,,,,,,,,,0,"Shah, Shailesh N","Haque, Syed Fahad Bin","Liyanaarachchi, Sureshee M",,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory I 
CHEM,2123,119,30,,,,,,,,,,,,,0,"Tran, Daniel N","Nafar, Nastaran",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory I 
CHEM,2123,120,12,10,5,1,1,1,,,,,,,,0,"Taghavi Nasrabadi, Amir","Ma, Ziyuan",,,,,axt128930,,Introductory Organic Chemistry Laboratory I 
CHEM,2123,121,14,9,4,1,1,,,,,,,,1,0,"Jaggi, Neelam","Bhadran, Abhi",,,,,nxj190013,,Introductory Organic Chemistry Laboratory I 
CHEM,2123,125,17,12,,,1,,,,,,,,,0,"Panapitiya, Nimanka P","Liyanaarachchi, Sureshee M",,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry Laboratory I 
CHEM,2123,602,11,15,3,,,,,,,,,,,1,"Shah, Shailesh N","Thanabalasingam, Kulatheepan",,,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory I 
CHEM,2123,603,17,10,2,,,,,,,,,,,1,"Shah, Shailesh N","Abbas, Muhammad",,,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory I 
CHEM,2123,604,11,12,5,,,,,,,,,,,2,"Cortes, Sergio J","Thanabalasingam, Kulatheepan",,,,,scortes,sergio cortes,Introductory Organic Chemistry Laboratory I 
CHEM,2123,605,12,14,2,1,,,,,,,,,,1,"Cortes, Sergio J","Thanabalasingam, Kulatheepan",,,,,scortes,sergio cortes,Introductory Organic Chemistry Laboratory I 
CHEM,2123,606,19,10,1,,,,,,,,,,,0,"Panapitiya, Nimanka P","Abbas, Muhammad",,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry Laboratory I 
CHEM,2125,101,9,8,7,5,,,,,,,,,1,0,"Tran, Daniel N","Parra, Aaron",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory II 
CHEM,2125,102,10,18,,1,,,1,,,,,,,0,"Tran, Daniel N","Parra, Aaron",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory II 
CHEM,2125,103,8,13,9,,,,,,,,,,,0,"Shah, Shailesh N","Shekarnoush, Mahsa","Shah, Tejas V",,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory II 
CHEM,2125,104,11,12,5,,2,,,,,,,,,0,"Shah, Shailesh N","Shekarnoush, Mahsa",,,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory II 
CHEM,2327,HN1,1,9,7,4,1,3,2,1,1,,,,,1,"Biewer, Michael C",,,,,,biewerm,michael biewer,Honors Organic Chemistry I 
MATH,1326,502,3,1,1,1,2,3,3,5,6,,1,1,3,0,"Miller, James W",,,,,,jwm170630,james miller,Applied Calculus II 
NATS,3341,001,3,8,7,4,1,2,,,2,,,,3,0,"Dingrando, Laurel P","Yue, Lok Yiu","Bakhtiary, Farnaz",,,,lpd015000,laurel dingrando,Knowing and Learning in Mathematics and Science 
PHYS,2125,101,2,21,1,2,1,,,,,,,,1,2,"Sun, Kuei","Zhou, Xiaohe","Khan, Amena",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,102,2,20,2,,1,,,,,1,1,,2,1,"Sun, Kuei","Zhou, Xiaohe","Khan, Amena",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,103,4,20,2,,1,1,1,,,,,,1,0,"Sun, Kuei","Mishra, Aditya K",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,105,6,21,1,2,,,,,,,,,,0,"Sun, Kuei","Fernando, Bharana A",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,106,3,25,,1,,,1,,,,,,,0,"Sun, Kuei","Khan, Amena","Panthi, Hari P",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,107,18,9,1,1,,,,,,,,1,,0,"Sun, Kuei","Sinha, Deeksha",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,108,1,22,4,,1,1,,,,,,,,1,"Sun, Kuei","Khan, Amena","Rostami Osanloo, Mehrdad",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,109,12,15,2,1,,,,,,,,,,0,"Sun, Kuei","Fernando, Bharana A","Khan, Amena",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,111,4,23,1,,,,1,1,,,,,,0,"Sun, Kuei","Ali, Saif","Khan, Amena",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,112,3,25,2,,,,,,,,,,,0,"Sun, Kuei","Rostami Osanloo, Mehrdad",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,113,5,22,2,,,,,,,,,,1,0,"Sun, Kuei","Iqbal, Mazhar",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,114,8,18,1,,,,,,,,1,,1,1,"Sun, Kuei","Rahmanian Koshkaki, Saeed",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,115,1,24,2,1,,1,,,1,,,,,0,"Sun, Kuei","Dhawan, Ruchika",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,116,,24,2,2,,1,,,1,,,,,0,"Sun, Kuei","Khan, Amena","Panthi, Hari P",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,117,9,15,1,,,3,1,,,,,,,1,"Sun, Kuei","Khan, Amena","Xu, Tianyi",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,118,11,17,1,1,,,,,,,,,,0,"Sun, Kuei","Rahmanian Koshkaki, Saeed",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,119,,27,2,,,,,1,,,,,,0,"Sun, Kuei","Khan, Amena","Du, Mengxin",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,120,,15,9,,4,1,,,,,,,,1,"Sun, Kuei","Zheng, Peng Peng","Khan, Amena",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,121,3,20,,1,,,1,1,1,,,1,1,1,"Sun, Kuei","Khan, Amena",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,122,3,20,1,4,,,,,,,,,2,0,"Sun, Kuei","Ali, Saif",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,124,5,20,2,,,1,1,1,,,,,,0,"Sun, Kuei","Mishra, Aditya K","Khan, Amena",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,602,,21,2,,2,1,1,,,,,,2,1,"Sun, Kuei","Du, Mengxin",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,603,3,24,1,1,,,,,,,,,1,0,"Sun, Kuei","Iqbal, Mazhar",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2126,101,6,16,6,1,1,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Hussain, Shadhin",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,104,17,9,3,,,,,,,,,,,1,"Macalevey, Paul J","Saleh, Lamya","Solanki, Rahulkumar",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,107,10,17,,1,,,1,,,,,,1,0,"Macalevey, Paul J","Saleh, Lamya","Espinoza, Salvador",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,108,9,17,2,,1,,1,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Schussler, Joshua A",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,109,4,16,7,1,1,,,1,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Hussain, Shadhin",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,111,11,14,5,,,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Espinoza, Salvador",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,112,11,10,7,,,,,,,,,,1,1,"Macalevey, Paul J","Saleh, Lamya","McMullen, Reema",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,113,11,15,2,,1,,,1,,,,,,0,"Macalevey, Paul J","Phillips, Madelyn F",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,114,7,13,6,2,,,,,,,,,,2,"Macalevey, Paul J","Saleh, Lamya","Maisberger, Matthew C",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,115,8,13,4,1,,1,,,,,,,1,2,"Macalevey, Paul J","Zhang, Yichao",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,116,7,16,4,2,,,,,,,,,,1,"Macalevey, Paul J","Maisberger, Matthew C",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,118,24,6,,,,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Modumudi, Sai Madhav",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,122,11,13,4,,1,,,,,,,,,1,"Macalevey, Paul J","Saleh, Lamya","Schussler, Joshua A",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,123,10,16,2,1,1,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,124,11,14,1,,3,,,,,,,,,1,"Macalevey, Paul J","Dey, Soumyajit",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,126,6,14,8,1,,,,,,,,,,1,"Macalevey, Paul J","Saleh, Lamya","Marder, Andrew A",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,603,11,15,1,,,,,,,,,,1,2,"Macalevey, Paul J","Saleh, Lamya","Waczak, John",,,,paulmac,paul macalevey,Physics Laboratory II 
COMD,6378,001,,30,,,,,,,,,,,,0,"Dean, Lucinda L","Sale, Felicity F",,,,,lxl018300,,Neurogenic Communication Disorders II 
CS,7301,002,,24,1,2,1,1,,,,,,,,0,"Gupta, Gopal","Basu, Kinjal",,,,,gupta,gopal gupta,Recent Advances in Computing 
ATCM,3311,001,,9,3,8,2,1,,2,,3,,,1,1,"Johnson, Casey A",,,,,,caj150430,casey johnson,Tools Development for Arts  Technology  and Emerging Communication 
LIT,3337,001,5,17,3,2,1,1,,,,,,,1,1,"Brewer, Kenneth L",,,,,,klb092000,kenneth brewer,Comparisons 
ATCM,1100,006,15,1,5,,3,1,,2,,2,,,2,0,"Camacho, Christopher J","Beverly, Diamond E","Flores, Carlin E",,,,cjc043000,christopher camacho,First Year Seminar 
ATCM,4338,001,,10,7,2,3,5,1,1,1,,,,1,0,"Farrar, Eric T",,,,,,etf091000,eric farrar,Motion Graphics II 
ATCM,4350,001,17,4,4,3,1,,1,,,,,,1,0,"Hewitt, Sharon",,,,,,sxh090220,sharon hewitt,Digital Video Production II 
SPAU,3341,002,,5,,,18,,,6,,,,,1,1,"Clark, Jackie L","Evans, Delaney L",,,,,jclark,jackie clark,Audiology 
CS,4314,501,3,7,7,1,5,1,4,1,,,,,1,1,"Golden, Richard","Ryland, James W",,,,,golden,richard golden,Intelligent Systems Analysis 
CS,4348,002,,4,,,7,,,13,,,5,,2,0,"Goodrum, Richard A","Eltigani Osman Abaker, Mohamedelfatih",,,,,rag150330,richard goodrum,Operating Systems Concepts 
CS,4397,001,1,1,4,5,3,3,3,4,3,2,2,,,0,"Bastani, Farokh","Li, Fang",,,,,bastani,farokh bastani,Embedded Computer Systems 
EE,3311,001,,2,4,3,1,8,4,,6,2,1,,,0,Kenneth,"Jalalibidgoli, Farzaneh",,,,,kxo091000,kenneth,Electronic Circuits 
ECON,4320,001,,8,9,3,7,1,,2,1,,,,,0,"McElroy, Susan","Zhang, Licheng","Luo, Siyuan",,,,skm028000,susan mcelroy,Public Sector Economics 
PSCI,4313,001,4,13,2,2,1,2,2,3,,,,,1,1,"Ho, Karl",,,,,,kxh022100,karl ho,Politics of China 
PSCI,4357,001,3,7,10,1,4,5,,,1,,,,,0,"Cordell, Rebecca","Mutesi, Mireille",,,,,rxc190010,rebecca cordell,Human Rights 
BIS,3320,001,2,8,,,4,,,8,1,,3,,2,3,"Wissinger, Tonja",,,,,,twissin,tonja wissinger,The Nature of Intellectual Inquiry 
ED,3314,001,6,18,,,4,,,1,,,,,2,0,"Fagg, Sharon",,,,,,sxf044000,sharon fagg,The American Public School 
ACCT,3200,004,12,3,10,2,1,1,1,1,,,,,,0,"Bruce, Elizabeth J",,,,,,ejb072000,elizabeth bruce,Introduction to Business and Professional Development 
ACCT,3350,501,2,3,7,5,7,4,2,,,,,,,1,"Frost, Sandra M",,,,,,sms151730,sandra frost,Fundamentals of Taxation 
ACCT,6388,501,,28,2,,,1,,,,,,,,0,"Goodrich, Mary Beth W","Khasacha, Sidney O",,,,,goodrich,mary beth goodrich,Accounting Communications 
BCOM,3310,003,1,6,4,5,5,,2,1,2,,3,,2,0,"Marchant, Joe T",,,,,,jtm014200,joe marchant,Business Communication 
BUAN,6341,003,,11,6,6,3,2,2,1,,,,,,0,"Sabir, Muhammad F","Aarya, Aarya",,,,,mfs170430,muhammad sabir,Applied Machine Learning 
BUAN,6357,501,,21,9,,,1,,,,,,,,0,"Johnston, Walter L",,,,,,wlj031000,walter johnston,Advanced Business Analytics with R 
FIN,4345,501,4,9,11,1,4,,1,,,,,,,1,"Ayres, Jeffrey A",,,,,,jaa014500,,Financial Information and Analysis 
HMGT,6323,501,,12,7,4,4,3,,,,,,,1,0,"Ayvaci, Mehmet U","Zhu, Wangsheng",,,,,mua120030,mehmet ayvaci,Healthcare Informatics 
IMS,4330,501,1,22,4,3,,,,,,,,,,1,"Zydorek, Hubert","Campos de Castro Ferreira, Leticia",,,,,hxz120930,hubert zydorek,Global Human Resource Management 
ITSS,4300,501,1,,9,8,3,3,,5,,,,,1,1,"Singla, Pardeep Kumar","Natarajan, Bharath Kumar",,,,,pxs126130,,Database Fundamentals 
ITSS,4390,002,,13,2,7,6,2,,,,1,,,,0,"Owens, Dawn M",,,,,,dmo130130,dawn owens,Information Systems Capstone 
MIS,6326,001,,15,6,7,1,,2,,,,,,,0,"Smashnov, Uri","Rawat, Manavi",,,,,uxs051000,uri smashnov,Data Management 
MKT,3330,006,7,7,5,1,4,2,1,1,,,,,2,1,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
OB,6248,CW1,,23,,,5,1,,,,,,,1,1,"Hicks, Robert",,,,,,,robert hicks,
OB,6350,CW1,,23,2,,1,2,,,,,,,2,1,"Hicks, Robert",,,,,,,robert hicks,
OPRE,4310,001,,3,5,6,5,5,2,1,,1,,1,1,1,"Ramanathan, Kannan","Ramakrishnan, Jaishree","Li, Changpei",,,,kxr087000,kannan ramanathan,Lean and Six Sigma Processes 
OPRE,6301,001,,17,1,6,4,,,2,,,,,,1,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,,kxa180010,khatereh ahadi,Statistics and Data Analysis 
BIOL,3101,004,,1,3,7,6,5,3,1,2,1,,,,2,"Dejong, Jeff L","Smith, Patrick R",,,,,dejong,jeff dejong,Classical and Molecular Genetics Workshop 
BIOL,3101,005,1,2,4,3,6,4,1,5,2,1,,,,2,"Dejong, Jeff L","Smith, Patrick R",,,,,dejong,jeff dejong,Classical and Molecular Genetics Workshop 
BIOL,3102,002,7,3,1,5,2,3,2,1,1,,2,3,,1,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Eukaryotic Molecular and Cell Biology Workshop 
BIOL,4350,501,1,1,7,4,4,2,,1,1,,3,,4,3,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez,Medical Microbiology 
MATH,3311,002,5,8,3,5,1,3,,1,2,,1,1,,1,"Dabkowska, Malgorzata A",,,,,,mxd066000,malgorzata dabkowska,Abstract Algebra I 
ATCM,3321,001,,11,9,6,1,2,,2,,,,,,0,"Banner, Olivia P",,,,,,opb140030,olivia banner,Networked Identities 
MATH,1316,003,1,2,,,3,2,5,4,1,,,5,7,1,"Aman, Kelly","Xu, Xiufeng",,,,,kxa143530,kelly aman,Trigonometry 
ARHM,3342,502,2,10,2,5,4,5,,2,1,,,,1,0,"Starnaman, Sabrina",,,,,,sxs090100,sabrina starnaman,Advanced Interdisciplinary Studies in the Arts and Humanities 
COMD,7221,001,,31,,,,,,1,,,,,,0,"Carter, Jessica A","Fazel, Vedad",,,,,jar032000,,Preschool Intervention 
SPAU,4395,501,4,2,6,7,,6,3,2,,1,,,1,0,"Thibodeau, Linda K","Harris, Audrey N",,,,,thib,linda thibodeau,Issues in the Management of Persons with Hearing Impairment 
BMEN,3380,001,5,6,10,4,3,3,,,1,,,,,0,"Winter, Patrick M","Tai, Haowei",,,,,pxw151030,patrick winter,Medical Imaging Systems and Methods 
CE,4370,001,9,18,3,,,,,1,,,1,,,0,"Swartz, William P","Kalidas, Vignesh","Huang, Qiongdan","Akbarzadeh, Sara",,,wps100020,william swartz,Embedded Microprocessor Systems 
CS,3162,091,,11,1,6,2,3,2,1,1,,2,,3,0,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin,Professional Responsibility in Computer Science and Software Engineering 
CS,3345,005,4,5,5,1,11,2,1,3,,,,,,0,"Chappidi, Sruthi",,,,,,sxc105920,sruthi chappidi,Data Structures and Introduction to Algorithmic Analysis 
EE,3201,002,6,10,9,1,4,,,1,1,,,,,0,"Nikoubin, Tooraj","Caicedo-Narvaez, Carlos A","Movahed Mohammadi, Seyed Ehsan","Khoshlessan, Mahshid","Steele, Alec M",,txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
EE,3301,002,13,,,1,1,,4,4,,,1,,6,2,"Fahimi, Babak","Liang, Jingchen",,,,,bxf102000,babak fahimi,Electrical Network Analysis 
EERF,6311,501,,14,3,8,7,,,,,,,,,0,"Henderson, Rashaunda M","Sears, Mark R",,,,,rmh072000,rashaunda henderson,RF and Microwave Circuits 
MECH,4320,001,5,1,4,4,6,1,2,3,1,,,,2,3,"Leonardi, Stefano","Garimella, Martand Mayukh",,,,,sxl139330,stefano leonardi,Applications of Computational Tools in Thermal Fluid Science 
MECH,6306,501,,27,3,1,1,,,,,,,,,0,"Lu, Hongbing","Chen, Huiluo",,,,,hxl101000,hongbing lu,Continuum Mechanics 
PSCI,3310,001,7,5,8,7,3,2,,,,,,,,0,"Rabbi, Md. Fazle",,,,,,mxr163630,md fazle rabbi,Managing Government Organizations 
ISIS,3310,001,,14,,1,5,4,,4,1,,,,3,0,"Wissinger, Tonja",,,,,,twissin,tonja wissinger,Childhood Sexual Abuse  A Multidisciplinary Investigation 
ACCT,3350,PP2,3,4,16,6,3,,,,,,,,,0,"Solcher, Steven J",,,,,,sjs107020,steven solcher,Fundamentals of Taxation 
ACCT,4334,PP1,,11,,,19,,,1,,,,,1,0,"Linsteadt, Chris C","Sauer, Ashlyn M",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,6332,501,,7,,1,10,,,9,,,,,4,1,"Karnuta, Daniel","Nunez, Belinda A",,,,,dxk173030,daniel karnuta,Intermediate Financial Accounting II 
BCOM,3310,501,,2,7,,7,12,,2,1,,1,,,0,"Steadham, Kyle S",,,,,,kss012400,kyle steadham,Business Communication 
FIN,3320,007,6,6,,6,10,,2,,,,1,,,1,"Zhu, Yifan",,,,,,yxz166130,yifan zhu,Business Finance 
FIN,3350,001,,1,8,4,2,5,2,5,1,,,,2,2,"Anderson, Frank W",,,,,,fwa012000,,Financial Markets and Institutions 
FIN,4310,002,5,2,3,4,1,3,4,2,2,2,1,1,1,1,"Meier, Jean-Marie","Smith, Jake A",,,,,jmm172030,jean marie meier,Intermediate Financial Management 
FIN,6307,001,,12,4,9,5,1,1,,,,,,,0,"Ma, Liping","Zhang, Xiang",,,,,lxm133730,liping ma,Mathematical Methods for Finance 
IMS,6204,CW1,,22,5,4,1,,,,,,,,,0,"Woldu, Habte G","Pradeep, Poojitha",,,,,wolduh,habte woldu,
MIS,6346,0W1,,22,5,3,2,,,,,,,,,0,"Perez, Jerry","Aarya, Aarya",,,,,jxp180019,jerry perez,Big Data 
MIS,6380,0W1,,7,7,4,5,3,5,1,,,,,,0,"Bradbury, Judd D","Singh, Ayush K","Shah, Bhavin A",,,,jdb101000,judd bradbury,Data Visualization 
MKT,3330,003,6,9,3,4,1,2,2,2,1,,,1,1,0,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,004,5,7,6,2,2,3,1,1,1,1,,,2,1,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,005,12,8,3,3,,,1,1,,,1,,2,1,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Introduction to Professional Selling 
OB,6332,CH1,,32,,,,,,,,,,,,0,"Behrendt, William",,,,,,,william behrendt,
OPRE,4350,001,3,3,2,3,4,4,2,1,1,1,,1,3,4,"Wang, Shouqiang","Sul, Inki",,,,,sxw163830,shouqiang wang,Spreadsheet Modeling and Analytics 
OPRE,6301,004,,13,,3,8,6,1,1,,,,,,0,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,,kxa180010,khatereh ahadi,Statistics and Data Analysis 
OPRE,6335,501,,7,4,6,7,5,,3,,,,,,0,"Bensoussan, Alain","Nguyen, Nam H",,,,,axb046100,,Risk and Decision Analysis 
OPRE,6362,501,,19,7,,5,1,,,,,,,,0,"Janke, Scott M",,,,,,smj160830,scott janke,Project Management in Engineering and Operations 
BIOL,3102,001,7,5,7,6,1,1,,1,,,1,1,1,1,"Sarcar, Subha N",,,,,,sns064000,subha sarcar,Eukaryotic Molecular and Cell Biology Workshop 
MATH,2413,005,2,3,2,6,3,1,1,4,1,2,,1,6,0,"Whalen, Tristan G",,,,,,tgw100020,tristan whalen,Differential Calculus 
MATH,2414,014,,3,5,4,,1,2,2,3,3,1,2,6,0,"Zhang, Yi",,,,,,yxz180069,yi zhang,Integral Calculus 
PHYS,3330,001,,7,3,,4,,2,3,6,,,,7,0,"Da Silveira Rodrigues, Fabiano","Talebi, Shawhin",,,,,fxd121030,fabiano rodrigues,Numerical Methods in Physics and Computational Techniques 
MATH,3310,002,,7,7,5,,3,3,1,,,,2,2,0,"Dabkowska, Malgorzata A",,,,,,mxd066000,malgorzata dabkowska,Theoretical Concepts of Calculus 
MATH,3310,001,3,8,5,4,3,2,1,1,3,,,,2,0,"Dabkowska, Malgorzata A",,,,,,mxd066000,malgorzata dabkowska,Theoretical Concepts of Calculus 
FIN,6301,GW1,,11,2,4,6,1,,4,,,,,1,2,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
PA,3380,0W1,3,6,7,5,4,1,,2,1,,,,3,0,"Cohen, Galia",,,,,,gxc097120,galia cohen,Organizations  Theory and Behavior 
ACCT,6202,PS1,,20,5,,2,2,,3,,,,,,0,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
DANC,1310,0H2,8,12,7,2,1,2,,1,,,,,,0,"Owens, Misty",,,,,,mxo122530,misty owens,Understanding Dance 
ACN,6395,001,,14,,,14,,,5,,,,,,0,"Wig, Gagandeep S",,,,,,gsw130130,gagan wig,Cognitive Psychology 
CLDP,3362,501,,16,,,12,,,4,,,1,,,0,"Grant, Meridith G","Zhao, Yuguang",,,,,mga061000,meridith grant,Cognitive Development 
PSY,3339,002,3,11,,2,2,5,3,3,1,,3,,,0,"Santrock, John W",,,,,,santrock,john santrock,Educational Psychology 
CS,3162,052,17,6,4,1,2,2,,,,1,,,,0,"Smith, Klyne",,,,,,kxs180052,klyne smith,Professional Responsibility in Computer Science and Software Engineering 
CS,3354,501,,2,7,5,4,3,4,3,1,1,,,3,0,"Paulk, Mark C","Yu, Shimeng",,,,,mcp130030,mark paulk,Software Engineering 
CS,4349,HON,4,5,2,9,5,4,1,1,,,,,,2,"Willson, James K","Weinzierl, Maxwell A",,,,,jkw053000,james willson,Advanced Algorithm Design and Analysis 
ENGR,3341,004,1,5,6,2,4,7,5,2,,,,,,1,"Webb, Jennifer H","Hasan, Md Imrul",,,,,jhw170130,jennifer webb,Probability Theory and Statistics 
MECH,6351,001,,25,5,3,,,,,,,,,,0,"Qian, Dong","Wang, Yang",,,,,dxq120430,dong qian,Finite Element Techniques I 
ECON,4333,001,8,7,2,2,6,,3,3,1,,1,,,0,"Siqueira, Kevin J","Nguyen, Hien T",,,,,kjs064000,kevin siqueira,Environmental Economics 
PA,6321,501,,21,,,11,,,,,,,,,1,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides,Government Financial Management and Budgeting 
ED,4357,001,,27,4,,,,,,,,,,1,1,"Leek, Patricia A",,,,,,santine,patricia leek,Diagnostic Reading 
GST,2300,001,,5,3,3,11,3,,1,,,,1,2,4,"Smith, Erin",,,,,,erins,erin smith,Introduction to Gender Studies 
HLTH,1301,0W2,,3,7,2,2,5,4,4,2,,1,,2,1,"Baetge, Claire",,,,,,cxb170330,claire baetge,Introduction to Kinesiology 
ACCT,6353,501,,15,4,6,1,4,1,2,,,,,,0,"Gamino, John P",,,,,,jpg140630,john gamino,Fundamentals of Taxation II 
BA,1100,502,12,11,3,1,,1,1,,1,,,1,2,0,"Lathen, Patricia A",,,,,,pxl120330,patricia lathen,Business Basics 
BCOM,3310,007,3,12,9,2,7,,,,,,,,,0,"Ahlberg, Mehrzad","Tanabe, Takuma",,,,,mxa087100,mehrzad ahlberg,Business Communication 
BLAW,2301,HON,,8,3,7,5,4,2,1,1,1,,1,,0,"Polze, Matthew M","Hoang, Quynh M",,,,,mmp062000,matthew polze,
FIN,3365,001,4,6,5,4,2,2,3,4,2,1,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Principles 
MIS,6319,001,,19,,,14,,,,,,,,,0,"Thompson, Luell O","Dutta, Snehasis",,,,,lot013000,luell thompson,Enterprise Resource Planning with SAP 
MKT,3330,007,16,3,2,6,1,2,,,2,,,,1,0,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Introduction to Professional Selling 
MATH,6312,001,,21,5,3,1,3,,,,,,,,0,"Dabkowski, Mieczyslaw K","Wu, Che-Yu",,,,,mkd034000,mieczyslaw dabkowski,Combinatorics and Graph Theory 
