Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ARTS,1301,002,9,13,30,15,12,11,1,3,2,,,,3,1,"DeWitte, Debra J","Guyot, Natacha",,,,,djd011500,debra dewitte,Exploration of the Arts 
ECS,3361,001,9,32,19,17,15,2,2,,,2,1,,,1,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Computer Science and Engineering 
ECS,3361,004,2,8,17,21,12,23,2,9,3,1,,,1,1,"Wilt, James C",,,,,,jcw140130,james wilt,Social Issues and Ethics in Computer Science and Engineering 
MAS,6102,003,,,,,,,,,,,,,4,1,"Wilkerson, Cassandra",,,,,,cxw170000,cassandra wilkerson,Professional Development 
PHYS,1302,001,10,14,21,7,9,5,6,15,8,5,2,,1,1,"Lee, Mark","Timms, Christopher I","Mcgarry, Michael P",,,,mxl101000,mark lee,College Physics II 
ISNS,2367,0W2,30,32,14,13,3,7,2,1,6,,3,1,7,1,"Pujana, Ignacio","Zhang, Shuo",,,,,pujana,ignacio pujana,The Oceans 
NSC,4352,001,20,31,21,9,7,8,8,5,5,2,2,,2,1,"Raboune, Siham","Turner, Monroe P",,,,,sxr180071,siham raboune,Cellular Neuroscience 
SPAU,3301,001,11,32,14,13,22,8,9,7,1,3,2,,,1,"Walsh, Diane G","Boone, Melissa N",,,,,dxg022000,diane walsh,Communication Disorders 
PSY,3331,001,,38,4,8,16,20,10,10,6,,4,,12,1,"Huxtable-Jester, Karen J","Wu, Sining",,,,,kxh014900,karen huxtable jester,Social Psychology 
STAT,2332,001,9,30,21,17,17,4,9,14,5,1,1,,1,1,"Konietschke, Frank","Cao, Cong",,,,,fxk141230,frank konietschke,Introductory Statistics for Life Sciences 
PSY,3333,001,26,18,21,22,19,11,13,5,2,1,1,,1,1,"Barfoot, John W",,,,,,jwb043000,john barfoot,Approaches to Clinical Psychology 
CHEM,2323,006,22,43,6,11,14,12,11,10,3,4,3,,6,1,"Panapitiya, Nimanka P",,,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry I 
HLTH,3101,0W2,,139,,,8,,,,,,3,,,1,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
PSY,3361,001,8,14,26,19,15,30,7,10,8,7,7,1,11,1,"Wig, Gagandeep S","Agres, Phillip F",,,,,gsw130130,gagan wig,Cognitive Psychology 
PSY,2301,001,,55,39,16,21,12,13,6,5,5,3,2,1,1,"Sasson, Noah J","Villarreal, Deyaun L",,,,,njs092000,noah sasson,Introduction to Psychology 
NSC,4373,001,,149,7,2,1,1,,,,,,,,1,"Moller, Aage R","Garner, Katherine M",,,,,amoller,aage moller,Sensory Neuroscience 
PSY,4343,001,64,85,39,20,22,8,4,,1,3,2,2,1,1,"Schwark, Gayle","Adelson, Megan J",,,,,gxs180015,gayle schwark,Abnormal Psychology 
GOVT,2306,003,84,64,48,21,21,20,16,3,5,3,6,2,4,1,"Lowe, Evan","Zengin, Abdullah Furkan","Mutesi, Mireille","Gutierrez Mannix, Carlos Daniel",,,exl171930,evan lowe,State and Local Government 
GOVT,2306,001,75,56,61,23,16,27,11,6,6,4,1,3,9,1,"Lowe, Evan","Zengin, Abdullah Furkan","Gutierrez Mannix, Carlos Daniel","Mutesi, Mireille",,,exl171930,evan lowe,State and Local Government 
CE,3345,004,2,1,,,,,,,1,,,,4,2,"Raghavachari, Balaji","Li, Xiaodi",,,,,rbk,balaji raghavachari,Data Structures and Introduction to Algorithmic Analysis 
BIOL,3101,005,,1,1,,,1,,4,,,1,,1,2,"Hannig, Ernest",,,,,,hannig,ernest hannig,Classical and Molecular Genetics Workshop 
CE,3101,105,,4,1,1,1,,,2,,,,,,2,"Friedman, Joseph S","Li, Chen","Nahar, Lubaba M",,,,jsf160330,joseph friedman,Electrical Network Analysis Laboratory 
HCS,7382,001,,2,6,1,,,1,,,,,,,2,"Kane, Heidi S",,,,,,hsk140330,heidi kane,Health Psychology 
BMEN,3120,102,,2,2,1,3,1,,,,,1,,,2,"Winter, Patrick M","Lam, Kevin Hao Su","Atmaramani, Rahul","Abbott, Justin","Ganguly, Antra",,pxw151030,patrick winter,Biomedical Circuits and Instrumentation Laboratory 
GEOS,3464,001,,4,2,2,1,1,,,,,,,,2,"Stern, Robert","Newman, Jordan W",,,,,rjstern,robert stern,Igneous and Metamorphic Petrology 
PA,6387,0W1,,8,1,,1,,,,,,,,,2,"Maxwell, Sarah P",,,,,,spm092000,sarah maxwell,Strategic Planning for Nonprofit 
ARTS,2381,001,1,5,5,,,,,,,,,,,2,"Cochran, Kristen N",,,,,,knc103020,kristen cochran,Introduction to Sculpture 
MUSI,3388,001,,6,,1,2,1,,,,,1,,1,2,"Medrick, Mary A",,,,,,mam017200,mary medrick,Piano II 
PHYS,2422,HN1,7,2,2,2,,,,,,,,,,2,"Zhang, Fan","Cheung, Patrick K",,,,,fxz140930,fan zhang,Honors Physics II - Electromagnetism and Waves 
BMEN,1208,002,,,,1,2,2,1,2,2,1,,,2,2,"Meyer, Clark A","Li, Shichang",,,,,cam140130,clark meyer,Introduction to Bioengineering II 
BPS,6332,501,,9,,,4,,,,,,,,,2,"Dess, Gregory","Kim, Dong Shin",,,,,ggd021000,gregory dess,Strategic Leadership 
MKT,4332,002,,2,1,1,5,3,,1,,,,,,2,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Advanced Personal Selling 
MATH,1326,007,1,2,2,,,,2,4,2,,,,,2,"Rice, David",,,,,,dxr143630,david rice,Applied Calculus II 
PSY,3393,006,1,3,4,,2,,,,1,1,,,1,2,"Lockhart, Jessica M","Knoch, Desiree'",,,,,jml161330,jessica lockhart,Experimental Projects in Psychology 
CS,6343,001,,6,2,3,3,,,,,,,,,2,"Yen, I-Ling",,,,,,ilyen,yen i ling,Cloud Computing 
AP,3340,001,,8,2,2,1,2,,,,,,,,2,"Goode, Dianne H",,,,,,dgoode,dianne goode,Writing in the Arts 
ATCM,4365,003,1,6,2,,1,,2,1,1,,,,1,2,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design II 
MUSI,2328,002,1,7,,1,3,1,,1,,,,,2,2,"Mcvay, Michael",,,,,,mjm031000,michael mcvay,Music Theory I 
ARTS,1316,003,5,1,4,,2,1,,1,1,,,,1,2,"Booker, Rebecca M",,,,,,pdb041000,,Drawing Foundations 
MUSI,2317,002,1,11,1,,1,1,,1,,,,,,2,"Medrick, Mary A",,,,,,mam017200,mary medrick,Piano I 
ECS,3390,011,,3,5,2,2,3,,,,,1,,,2,"Ryan, Christopher J",,,,,,cxr088000,christopher ryan,Professional and Technical Communication 
SE,3377,0W1,,,,2,4,2,2,3,2,1,,1,,2,"Min, Richard K","Li, Yi",,,,,rkm010300,richard min,C C  Programming in a UNIX Environment 
PSY,3350,001,,5,3,1,2,1,2,2,,,,,1,2,"Ulatowska, Hanna K",,,,,,hanna,hanna ulatowska,Psychology of Communication 
MATH,1326,008,2,2,,3,5,1,,1,,,2,,1,2,"Anderson, Bill",,,,,,bxa180011,bill anderson,Applied Calculus II 
RHET,1302,004,,5,2,2,2,,,1,1,,,,4,2,"Jimenez, Jose",,,,,,jxj105220,jose jimenez justiniano,Rhetoric 
ECS,3390,0H1,2,6,3,2,,1,1,,1,,,,1,2,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm,Professional and Technical Communication 
CHIN,1311,002,5,4,5,,,1,1,1,,,,1,,2,"Shi, Shuai",,,,,,sxs180130,shuai shi,Beginning Chinese I 
ATCM,3370,001,,3,2,4,5,1,1,1,,1,,,,2,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Virtual Environments 
PPPE,6301,001,,10,3,,2,3,,,,,,,,2,"Bunte, Jonas B",,,,,,jbb130330,jonas bunte,Political-Economic Theories 
FIN,3320,5E1,,4,2,3,5,2,1,1,,,,,,2,"Khanapure, Revansiddha B",,,,,,rbk160130,revansiddha khanapure,Business Finance 
RHET,1302,502,,7,4,,3,3,,,,,1,,,2,"Hamilton, Cristen",,,,,,cch073000,cristen hamilton,Rhetoric 
ACCT,6334,0W1,,4,,,8,2,,4,,,,,1,2,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
THEA,2372,002,,13,5,,1,,,,,,,,,2,"Lingo, Kathy A",,,,,,klingo,kathy lingo,Improvisation 
RHET,1302,006,4,3,2,1,1,3,,,,,1,1,3,2,"Ocasio-Russe, Lizbette",,,,,,lxo160130,lizbette ocasio russe,Rhetoric 
RHET,1302,033,3,6,6,2,1,,,,,,,,1,2,"Berry, Tracey R",,,,,,txb112130,tracey berry,Rhetoric 
CHEM,1112,103,4,8,2,1,3,,,,,,1,,1,2,"Hashami, Zohreh","Malekpour, Soheil",,,,,zxh088000,zohreh hashami,General Chemistry Laboratory II 
CE,3301,002,,8,,,,,,4,,,8,,,2,"Fahimi, Babak","Liang, Jingchen",,,,,bxf102000,babak fahimi,Electrical Network Analysis 
ENTP,4330,001,,5,2,1,6,4,,,2,,,,,2,"Wright, Robert G",,,,,,rgw091000,robert wright,Entrepreneurial Marketing 
ACCT,6353,501,,4,2,2,4,2,1,5,,,,,,2,"Gamino, John P",,,,,,jpg140630,john gamino,Fundamentals of Taxation II 
EPPS,6313,502,,7,4,7,2,1,,,,,,,,2,"Palao Mendizabal, Agustin","Islam, Iftekhairul",,,,,axp121731,agustin mendizabal,Introduction to Quantitative Methods 
ED,4358,0W1,3,6,1,1,2,1,3,,,,1,,3,2,"Root, Alexey",,,,,,aroot,alexey root,Chess I  Using Chess in Schools 
IMS,6310,501,,3,5,8,4,,1,,,,,,,2,"Lee, Seunghyun","Lee, Minjung",,,,,sxl029100,,International Marketing 
MATH,1326,006,1,2,2,4,1,4,3,,1,2,,,1,2,"Mussa, Derege",,,,,,dxm146130,derege mussa,Applied Calculus II 
PSCI,4396,501,1,2,4,1,5,1,2,3,2,,,,,2,"Saucedo De La Fuente, David",,,,,,dxs144830,,Selected Topics in Government and Politics 
COMM,1315,5H1,1,3,4,3,1,3,2,2,,,,1,1,2,"Warren, Jason L",,,,,,jxw174630,jason warren,Public Speaking 
AP,3300,501,9,5,2,,4,,,,1,,,,1,2,"Curchack, Fred",,,,,,curchack,fred curchack,Elements of Art and Performance 
CHEM,1112,102,1,4,3,5,4,2,,,,1,,1,1,2,"Qin, Yanping","Ball, Darby J",,,,,yxq083000,yanping qin,General Chemistry Laboratory II 
BIS,3320,004,2,9,6,2,,2,,,,,,2,,2,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson,The Nature of Intellectual Inquiry 
BIOL,3312,001,7,1,4,2,2,1,1,,2,1,,,2,2,"Morcos Gonzalez, Alonso","Jiang, Xianli",,,,,afg150230,,Introduction to Programming for Biological Sciences 
RHET,1302,027,1,7,6,3,1,1,1,1,,,1,,1,2,"Crawford, Rachel",,,,,,rxc161430,rachel crawford,Rhetoric 
CE,2310,501,6,4,2,,4,1,,1,,,1,1,3,2,"Dodge, Nathan B",,,,,,dodge,nathan dodge,Introduction to Digital Systems 
FIN,3305,001,,10,,,3,,,6,,,5,,,2,"Guttery, Randall","Zhao, Yabo",,,,,rxg112530,randall guttery,Real Estate Principles 
BIOL,3456,304,,5,4,3,2,,3,4,2,,,1,,2,"Wilson, Michelle","Yu, Wen H","Sivakolundu, Dinesh Keran",,,,mxw084000,michelle wilson,Human Anatomy and Physiology with Lab II 
ARHM,1100,302,7,9,,1,1,,,,1,,1,1,3,2,"Gray, Megan L",,,,,,mlg105020,megan gray,First Year Seminar 
COMM,1315,0H2,15,4,1,,,1,,1,3,,,,,2,"Saenz, Michael A",,,,,,mas130030,michael saenz,Public Speaking 
CHEM,1111,121,5,7,4,2,1,,1,1,,,,1,3,2,"Zhang, Naifu",,,,,,nxz160730,,General Chemistry Laboratory I 
CS,4398,001,5,2,1,2,4,1,1,3,1,,4,,1,2,"Gupta, Neeraj K","Zhang, Shuai",,,,,nkg140130,neeraj gupta,Digital Forensics 
ATCM,3308,001,,2,1,6,4,,1,,3,1,,,7,2,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
COMM,1315,0H1,15,6,,1,1,,1,,,1,,,1,2,"Saenz, Michael A",,,,,,mas130030,michael saenz,Public Speaking 
ATCM,3368,001,3,3,3,3,3,3,,1,1,,2,,4,2,"Koknar, Cenk",,,,,,cxk151530,,Scripting for Games I 
GEOG,3377,501,3,7,3,7,5,,1,,,,,,,2,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko,Urban Planning and Policy 
PHYS,2125,120,4,13,3,2,2,,,,2,,,,,2,"Sun, Kuei","Zheng, Peng Peng",,,,,kxs147030,kuei sun,Physics Laboratory I 
BIOL,3388,001,4,6,7,3,3,2,,1,,,,,,2,"Rippel, Scott A",,,,,,rippel,scott rippel,Honey Bee Biology 
ATCM,3307,001,,1,1,8,3,4,3,1,1,2,1,1,1,2,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ATCM,3350,003,1,23,1,,,,,,,,,,2,2,"Terry, Dean",,,,,,dxt023000,,Digital Video Production I 
ATCM,3307,002,,,9,7,4,2,2,2,,,,,1,2,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
CHEM,1112,101,4,9,2,4,2,1,2,1,,,,1,1,2,"Qin, Yanping","Ball, Darby J",,,,,yxq083000,yanping qin,General Chemistry Laboratory II 
PHYS,2125,105,3,18,3,2,,,,,1,,,,,2,"Sun, Kuei","Rahmanian Koshkaki, Saeed",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,114,2,22,1,,,1,1,,,,,,,2,"Sun, Kuei","Javed, Umar",,,,,kxs147030,kuei sun,Physics Laboratory I 
ITSS,4370,002,1,2,3,3,6,6,4,1,1,,,,,2,"Hefley, William E","Dandra, Pravin Basanna",,,,,weh150130,william hefley,Information Technology Infrastructure Management 
BIOL,3455,304,2,2,5,3,3,3,3,2,4,,,,,2,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez,Human Anatomy and Physiology with Lab I 
LIT,3300,001,,3,2,5,3,,2,4,4,1,2,,1,2,"Cotter, Sean J",,,,,,sjc010100,sean cotter,Western Literary Tradition 
BIS,3320,002,,6,2,3,6,,5,1,1,,2,,2,2,"Wissinger, Tonja",,,,,,twissin,tonja wissinger,The Nature of Intellectual Inquiry 
CHEM,1111,105,13,7,3,,2,,1,,,1,,,1,2,"Dissanayake, Dushanthi S","Mills, Kira R",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
CHEM,1111,141,9,13,3,2,1,,,,,,,,,2,"Abeykoon, Nimali C","Ma, Ziyuan",,,,,nxa124430,nimali abeykoon,General Chemistry Laboratory I 
CHEM,1112,104,7,14,1,1,,,,2,,,1,,2,2,"Hashami, Zohreh","Malekpour, Soheil",,,,,zxh088000,zohreh hashami,General Chemistry Laboratory II 
CHEM,2123,112,13,14,1,,,,,,,,,,,2,"Panapitiya, Nimanka P","Wang, Hanghang",,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry Laboratory I 
PHYS,2125,113,3,18,4,1,2,,,,,,,,,2,"Sun, Kuei","Feizi, Wirya",,,,,kxs147030,kuei sun,Physics Laboratory I 
CHEM,2123,603,18,8,,2,,,,,,,,,,2,"Cortes, Sergio J","Gunawardhana, Kahawatte Gedara",,,,,scortes,sergio cortes,Introductory Organic Chemistry Laboratory I 
PHYS,2126,124,4,13,6,4,,,,1,,,,,,2,"Sun, Kuei","Bukowski, Aaron",,,,,kxs147030,kuei sun,Physics Laboratory II 
ATCM,3305,002,,9,11,,4,,,1,1,,1,,1,2,"Hall, Phillip",,,,,,pxh151330,phillip hall,Computer Animation I 
ATCM,3372,001,8,7,4,1,,1,,1,1,,1,,4,2,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Sound Design for Animation and Games 
CHEM,1111,144,7,15,1,,2,,2,,,,,,1,2,"Dissanayake, Dushanthi S","Lumata, Jenica",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
PHYS,2126,104,10,8,2,4,1,1,,,,,,1,1,2,"Sun, Kuei","Kramer, Aaron A",,,,,kxs147030,kuei sun,Physics Laboratory II 
BIOL,3455,802,1,3,3,4,4,1,6,1,2,2,1,1,,2,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez,Human Anatomy and Physiology with Lab I 
ACCT,6386,001,,9,13,5,2,,,,,,,,,2,"Mauriello, Joseph A","Wong, Angie M","Braughton, Caleb M",,,,jam151430,joseph mauriello,Governance  Risk Management and Compliance 
BIOL,3455,302,3,6,7,4,2,3,,1,2,,1,,,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
HIST,3386,501,4,8,,1,12,,1,3,,,,,,2,"Bocchine, Kristin",,,,,,kxb180022,,World History to 1500 
ENTP,3301,003,,9,,,15,,,6,,,,,,2,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Innovation and Entrepreneurship 
BIOL,3455,306,3,,2,4,3,5,4,2,2,1,1,2,1,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
MATH,2415,001,2,5,1,1,5,4,2,1,2,1,1,,5,2,"Makhijani, Neha",,,,,,nxm165130,neha makhijani,Calculus of Several Variables 
BUAN,6356,501,,13,8,2,7,,,,,,,,,2,"Parker, Jason A","Bodh, Malvika",,,,,jap090020,jason parker,Business Analytics With R 
BLAW,2301,HON,,7,4,3,5,3,3,2,,1,1,1,,2,"Polze, Matthew M","Sarman, Patrick R",,,,,mmp062000,matthew polze,Business and Public Law 
OPRE,6302,0W1,,10,12,6,2,,,,,,,,,2,"Dawande, Milind","Feng, Zhichao",,,,,milind,milind dawande,Operations Management 
BIOL,5460,001,,2,3,14,10,,,2,,,,,,2,"Xuan, Zhenyu","Zhang, Michael","Song, Ming",,,,zxx091000,,Quantitative Biology 
ACCT,6384,SS1,,29,,,3,,,,,,,,,2,"Kromer, Jeffrey",,,,,,jrk013000,jeffrey kromer,
BCOM,3310,007,,8,14,7,,1,1,1,,,,,,2,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Business Communication 
EEPE,6354,001,,23,2,4,1,2,,,,,,,,2,"Akin, Bilal","Vankayalapati, Bhanu Teja","Xu, Chi",,,,bxa123330,bilal akin,Power Electronics 
BA,1100,003,13,5,3,,2,2,1,1,1,,1,,3,2,"Hinze, Whitney P",,,,,,wxh161930,whitney hinze,Business Basics 
PSY,3392,501,2,2,2,1,1,5,1,8,3,3,3,1,1,2,"Raman, Rachna","Zhu, Yiyi",,,,,rxr076000,rachna raman,Research Design and Analysis 
BCOM,3310,501,2,7,7,5,3,5,,3,,,,,1,2,"Ahlberg, Mehrzad",,,,,,mxa087100,mehrzad ahlberg,Business Communication 
CS,3377,002,4,5,4,2,3,3,4,3,1,,1,,3,2,"Brandenburg, Jonathan C","Ayhan, Sadi",,,,,jcb011200,jonathan brandenburg,C C  Programming in a UNIX Environment 
CS,3345,001,2,3,4,10,9,1,,1,1,,,,2,2,"Chida, Anjum","Ozdayi, Mustafa S",,,,,axc157030,anjum chida,Data Structures and Introduction to Algorithmic Analysis 
PHIL,3322,501,8,6,7,2,4,3,1,,1,,,,1,2,"Amato, Lawrence A",,,,,,laa062000,lawrence amato,Ancient Philosophy 
ECON,2301,502,,7,7,9,2,6,1,1,,,,,,2,"Chen, Zhengyang",,,,,,zxc151030,zhengyang chen,Principles of Macroeconomics 
PHYS,3380,001,3,3,1,6,4,2,5,1,5,,1,1,1,2,"Anderson, Phillip C",,,,,,pca015000,philip anderson,Astronomy 
ACCT,6333,SS1,,17,,,10,,,6,,,,,,2,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ENGR,3300,007,1,7,,1,7,,1,6,3,,6,,2,2,"Lee, Jung S","Gandluru, Veerabharathchandrareddy",,,,,jls032000,jung lee,Advanced Engineering Mathematics 
PSY,3339,001,,9,2,4,3,4,2,2,2,2,1,,3,2,"Huxtable-Jester, Karen J",,,,,,kxh014900,karen huxtable jester,Educational Psychology 
MATH,1326,003,7,3,3,,1,5,1,3,,1,1,,9,2,"Anderson, Bill",,,,,,bxa180011,bill anderson,Applied Calculus II 
BMEN,2320,003,5,6,4,7,3,,4,3,1,,1,,2,2,"Fey, Nicholas","Li, Wentao",,,,,nxf160530,nicholas fey,Statics 
ACCT,4334,501,,5,,,17,1,,10,,,2,,2,2,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
BIOL,3161,011,7,4,6,5,5,2,2,2,3,1,,,1,2,"Meloni, Gabriele",,,,,,gxm152330,gabriele meloni,Biochemistry Workshop I 
AMS,3316,0W1,19,5,5,,3,3,1,1,,,,,1,2,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Interpersonal Communication 
MKT,6321,0W1,,15,4,8,11,,,,,,,,,2,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Interactive and Digital Marketing 
ECS,1100,013,19,2,4,2,1,2,1,1,1,,,1,4,2,"Mann, Ashley",,,,,,axm180114,ashley mann,Introduction to Engineering and Computer Science 
FIN,3390,003,6,3,3,3,2,4,3,1,3,3,,6,1,2,"El-Ashmawi, Amal H","Jerez Carreno, Jaime Eduardo",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
CHEM,3361,002,3,12,9,2,1,2,1,4,1,,1,1,1,2,"D'Arcy, Sheena","Meloni, Gabriele","Lasley, Alexandra E","Ashrafi, Adnin","Dey, Sanchareeka","Krishnamohan, Aishwarya",sxd156730,sheena darcy,Biochemistry I 
MATH,2417,010,7,3,,6,3,1,3,3,4,4,2,,3,2,"Williams, Nathan",,,,,,nxw170830,nathan williams,Calculus I 
OPRE,4330,001,1,9,,4,7,7,2,3,3,,2,,2,2,"Frazelle, Andrew E","Shi, Lingling",,,,,aef180002,andrew frazelle,Logistics and Inventory Management 
BIOL,2112,006,4,1,10,6,,5,3,4,1,,1,2,3,2,"Wilson, Michelle","Zhou, Qin","Cao, Lian","Yetkin, Celal E","Salamat, Narges",,mxw084000,michelle wilson,Introduction to Modern Biology Workshop II 
MATH,2417,007,19,1,4,1,1,1,1,3,6,,1,,3,2,"Estacio-Hiroms, Kemelli",,,,,,kxe160930,kemelli estacio hiroms,Calculus I 
MIS,6309,0W1,,15,10,5,4,5,,1,,,,,1,2,"Saeed, Kashif","Kumari, Riti",,,,,kxs147230,kashif saeed,Business Data Warehousing 
FIN,4310,002,3,1,5,7,3,5,3,3,5,1,3,,3,2,"Meier, Jean-Marie","Kirk, Steven B",,,,,jmm172030,jean marie meier,Intermediate Financial Management 
PHYS,4301,001,1,8,11,3,2,1,1,3,3,1,2,1,5,2,"Gartstein, Yuri","Pedersen, Eske M",,,,,yxg037000,yuri gartstein,Quantum Mechanics I 
FIN,4310,001,3,4,5,7,6,1,2,4,2,1,2,,5,2,"Meier, Jean-Marie","Kirk, Steven B",,,,,jmm172030,jean marie meier,Intermediate Financial Management 
CS,3305,005,7,9,4,4,5,8,,2,,,1,,2,2,"Morales, Linda","Hogue, Steven D",,,,,lxm014000,linda morales,Discrete Mathematics for Computing II 
HIST,4356,001,2,,6,6,8,6,4,5,1,,2,,2,2,"Park, Peter K",,,,,,pkp073000,peter park,European Enlightenment 
ENGR,3341,007,2,2,2,1,2,4,2,7,5,,3,5,7,2,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka,Probability Theory and Statistics 
PHIL,2316,501,,2,7,9,6,3,,4,2,,2,1,4,2,"Dennis, Patrick W",,,,,,pdennis,patrick dennis,History of Philosophy I 
EE,3302,002,,4,5,5,,1,7,4,1,,4,,12,2,"Busso Recabarren, Carlos A","Qiu, Yuning",,,,,cxb093000,carlos busso,Signals and Systems 
STAT,1342,001,6,9,6,6,4,4,2,2,,,,1,3,2,"Patwary, Mohammad S",,,,,,msp160130,mohammad patwary,Statistical Decision Making 
ENGR,2300,001,5,24,,2,5,1,1,4,1,,,,,2,"Ali, Mohammed Z","Mitra, Arkadeep",,,,,mohammed,ali mohammed,Linear Algebra for Engineers 
OPRE,6301,MBP,,22,3,7,1,2,6,,,,,,2,2,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,,asethi,awanti sethi,
MKT,3300,016,9,12,10,4,3,2,2,1,,,,,,2,"Kulkarni, Madhura",,,,,,mxk170005,madhura kulkarni,Principles of Marketing 
FIN,3305,002,1,6,1,,12,5,,12,2,,3,,2,2,"Guttery, Randall","Zhao, Yabo",,,,,rxg112530,randall guttery,Real Estate Principles 
HIST,4330,001,16,9,8,4,4,2,,,,,,,1,2,"Pfister, Debra H",,,,,,dhpf,debra pfister,The Holocaust 
CS,4337,501,13,5,5,3,4,3,3,1,2,,1,,4,2,"Karami, Gity","Fisher, Dakota J",,,,,gxk180009,gity karami,Organization of Programming Languages 
BIOL,3161,008,5,9,10,6,1,3,1,1,,2,3,3,,2,"D'Arcy, Sheena",,,,,,sxd156730,sheena darcy,Biochemistry Workshop I 
CS,4349,004,3,9,2,4,5,4,4,1,3,,2,,7,2,"Fox, Kyle J","Mohammadpour, Somayeh",,,,,kjf170230,emily fox,Advanced Algorithm Design and Analysis 
MATH,2414,007,1,4,2,3,3,2,8,3,2,2,1,3,10,2,"Choi, Sl-ghi",,,,,,sxc173731,sl ghi choi,Integral Calculus 
HIST,2332,001,,18,12,4,3,1,1,3,,,,,2,2,"Wright, Ben",,,,,,bxw151330,ben wright,Civil War and Reconstruction 
BIOL,5420,001,,9,,,17,,,15,,,,,3,2,"Campbell, Zachary","Gonzalez, Juan E",,,,,zxc153030,zachary campbell,Molecular Biology 
HIST,3399,001,,31,4,2,3,1,1,1,,,1,,,2,"Rankin, Monica A","Lopez, Clara Marsela",,,,,mar046000,monica rankin,Modern Latin American History 
MATH,2413,019,1,6,7,6,3,2,3,4,2,,1,,9,2,"Akbar, Mohammad M",,,,,,mma110020,mohammad akbar,Differential Calculus 
MATH,1314,001,,2,1,3,2,6,3,6,4,2,5,5,6,2,"McCary, Brady C",,,,,,bcm052000,brady mccary,College Algebra 
MATH,2413,003,2,1,3,8,2,5,1,5,3,,3,,12,2,"Martynova, Irina",,,,,,ixm140930,irina martynova,Differential Calculus 
MATH,2417,008,12,4,5,3,4,1,,1,6,1,,1,7,2,"Estacio-Hiroms, Kemelli",,,,,,kxe160930,kemelli estacio hiroms,Calculus I 
MATH,2413,016,2,4,4,3,3,3,3,2,2,4,3,1,11,2,"Mussa, Derege",,,,,,dxm146130,derege mussa,Differential Calculus 
MIS,6326,001,,14,6,11,11,,1,,,,,,2,2,"Smashnov, Uri","Sandilya, Nimish K",,,,,uxs051000,uri smashnov,Data Management 
BMEN,3320,002,4,1,6,3,5,4,6,3,2,3,2,,6,2,"Winter, Patrick M",,,,,,pxw151030,patrick winter,Electrical and Electronic Circuits in Biomedical Engineering 
EE,2310,001,19,5,2,4,3,1,2,3,2,,,,4,2,"Dodge, Nathan B",,,,,,dodge,nathan dodge,Introduction to Digital Systems 
MATH,1314,005,1,,4,2,5,3,7,4,5,1,2,2,9,2,"Kravetc, Pavel",,,,,,pxk142530,pavel kravetc,College Algebra 
MATH,2413,009,4,6,4,6,6,3,7,1,3,1,,1,3,2,"Nguyen, Mylinh T",,,,,,mln018200,mylinh nguyen,Differential Calculus 
ACCT,3350,001,,7,7,3,5,3,6,6,5,,1,2,1,2,"Goldman, Nathan C","Nguyen, Kevin K",,,,,ncg160030,nathan goldman,Fundamentals of Taxation 
