Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
MECO,6303,002,,5,1,1,,,,,,,,,1,6,,,1,"Liebowitz, Stan","Neal, Kemon",,,,,liebowit,stan liebowitz,Business Economics 
MECO,6303,0W1,,6,4,10,13,,,2,,,,,1,13,,,0,"Lewin, Peter","Nguyen, Nam H",,,,,plewin,peter lewin,Business Economics 
MECO,6303,501,,7,4,3,6,3,,1,,,,,,5,,,0,"Lewin, Peter","Nguyen, Nam H",,,,,plewin,peter lewin,Business Economics 
MECO,6303,GW1,,10,15,8,2,2,,,,,,,,,,,1,"Kiser, Stephen L",,,,,,slk012100,stephen kiser,
MECO,6303,PS1,,8,4,1,8,4,2,2,,,,,,3,,,1,"Lewin, Peter","Nguyen, Nam H",,,,,plewin,peter lewin,
MECO,6350,001,,5,10,1,,,,,,,,,,1,,,0,"Bolton, Gary","Zhu, Yifan",,,,,gxb122130,gary bolton,Game Theory 
MECO,6352,0W1,,6,3,,,,,,,,,,,2,,,0,"Ziegler, Laurie","Jalan, Anurag G",,,,,ziegler,laurie ziegler,Financial Negotiation and Dispute Resolution 
MECO,6360,001,,2,3,2,1,1,,1,,,,,,1,,,0,"Chen, Jianqing","Zhang, Chenglong",,,,,jxc111031,jianqing chen,Topics in Industrial Organization 
MECO,6V99,501,,3,2,4,,,,,,,,,,2,,,0,"Liebowitz, Stan",,,,,,liebowit,stan liebowitz,Special Topics in Managerial Economics 
MIS,6204,0W1,,14,,,31,,,7,,,,,,,,,0,"Sarkar, Sumit","Srivastava, Smriti",,,,,sumit,sumit sarkar,Information Technology for Management 
MIS,6204,CH1,,17,4,4,4,,,,,,,,,,,,0,"Rhoades, Mike",,,,,,,mike rhoades,
MIS,6302,0W1,,20,10,,,,,,,,,,,3,,,0,"Majumdar, Sumit K",,,,,,skm021100,sumit majumdar,Managing Digital Strategy 
MIS,6308,0W1,,17,5,2,3,2,1,,,,,,,19,,,0,"Raghunathan, Srinivasan","Srivastava, Smriti",,,,,sraghu,srinivasan raghunathan,System Analysis and Project Management 
MIS,6308,501,,63,,,,,,,,,,,,,,,0,"Stephens, Timothy G","Zhang, Hong",,,,,tgs170130,timothy stephens,System Analysis and Project Management 
MIS,6309,001,,18,5,14,2,,,,,,,,,6,,,0,"Islam, Naser","Muthukrishnan, Bharathi",,,,,nxi110630,naser islam,Business Data Warehousing 
MIS,6309,0W1,,6,4,4,1,,,,,,,,1,5,,,2,"Bradbury, Judd D","Rajane, Revati V",,,,,jdb101000,judd bradbury,Business Data Warehousing 
MIS,6309,501,,12,19,12,3,,,,,,,,,5,,,0,"Islam, Naser","Muthukrishnan, Bharathi",,,,,nxi110630,naser islam,Business Data Warehousing 
MIS,6313,501,,2,3,1,2,1,2,1,,,,,,4,,,0,"Hefley, William E","Luo, Ning",,,,,weh150130,william hefley,Managing IT in the Analytics Age 
MIS,6313,XS1,,21,3,6,5,,,,,,,,,1,,,0,"Wiant, Russell B",,,,,,,russell wiant,
MIS,6316,0W1,,9,2,4,1,,1,,,,,,1,2,,,0,"Menon, Syam","Boyina, Krishna Sai",,,,,sxm021300,syam menon,Data Communications 
MIS,6319,501,,10,,,6,,,,,,,,,4,,,0,"Thompson, Luell O","Dutta, Snehasis",,,,,lot013000,luell thompson,Enterprise Resource Planning with SAP 
MIS,6324,0W1,,2,4,1,,,,,,,,,,7,,,0,"Menon, Syam","Boyina, Krishna Sai",,,,,sxm021300,syam menon,Business Analytics With SAS 
MIS,6326,001,,22,5,9,6,,,,,,,,,9,,,0,"Ryu, Young",,,,,,ryoung,young ryu,Data Management 
MIS,6326,0W1,,8,4,2,7,,,,,,,,1,5,,,1,"Ryu, Young","Natarajan, Bharath Kumar",,,,,ryoung,young ryu,Data Management 
MIS,6326,501,,4,2,1,1,,,,,,,,,3,,,0,"Ryu, Young",,,,,,ryoung,young ryu,Data Management 
MIS,6330,001,,14,10,4,,,,,,,,,,5,,,0,"Narasimhan, Prithi","Krishnakumar, Bhavani",,,,,pxn152330,prithi narasimhan,Cybersecurity Fundamentals 
MIS,6330,0W1,,14,4,1,1,1,1,2,,,,,,6,,,0,"Cavusoglu, Huseyin","Tunc, Murat M",,,,,huseyin,huseyin cavusoglu,Cybersecurity Fundamentals 
MIS,6332,501,,19,,,,,,,,,,,,,,,0,"Thompson, Luell O","Dutta, Snehasis",,,,,lot013000,luell thompson,ERP Configurations and Implementation with SAP 
MIS,6333,001,,12,6,4,1,1,,,,,,,,1,,,0,"Shroff, Tejas N","Krishnakumar, Bhavani",,,,,tns190000,tejas shroff,Digital Forensics and Incident Management 
MIS,6337,501,,7,5,3,6,,,,,,,,,5,,,1,"Mauriello, Joseph A","Truong, Timothy T",,,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
MIS,6341,002,,17,1,,,,,,,,,,,,,,0,"Sohaee, Nassim","Radmehr, Payam",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
MIS,6341,0W1,,3,6,1,1,,,,,,,,,4,,,0,"Sohaee, Nassim","Radmehr, Payam",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
MIS,6344,001,,13,4,7,,,,,,,,,,13,,,0,"Singh, Harpreet","Xie, Si",,,,,hxs104000,harpreet singh,Web Analytics 
MIS,6344,002,,14,6,2,2,1,,,,,,,,10,,,0,"Mehra, Amit","Chopra, Dixit",,,,,axm078200,amit mehra,Web Analytics 
MIS,6344,003,,20,5,3,6,,,,,,,,,10,,,0,"Mehra, Amit","Chopra, Dixit",,,,,axm078200,amit mehra,Web Analytics 
MIS,6346,002,,1,2,2,3,,,1,,,,,,2,,,0,"Bradbury, Judd D","Rajane, Revati V",,,,,jdb101000,judd bradbury,Big Data 
MIS,6346,0W1,,13,,,,,,,,,,,,2,,,0,"Perez, Jerry","Saxena, Ishita",,,,,jxp180019,jerry perez,Big Data 
MIS,6346,501,,5,,5,,,,,,,,,,1,,,0,"Cankaya, Hakki C","Sheraaz Soheil Ahmed, FNU",,,,,hcc072000,hakki cankaya,Big Data 
MIS,6346,502,,4,2,1,1,,,,,,,,,4,,,0,"Smashnov, Uri","Sheraaz Soheil Ahmed, FNU",,,,,uxs051000,uri smashnov,Big Data 
MIS,6346,503,,24,,,,,,,,,,,,,,,0,"Elkhodari, Gasan","Sultana, Yasmin",,,,,gxe051000,gasan elkhodari,Big Data 
MIS,6349,001,,41,6,,2,,,,,,,,,7,,,0,"Shekhar, Gaurav","Fernandes, Kevin",,,,,gxs150130,gaurav shekhar,Digital Consulting Project 
MIS,6356,001,,1,6,1,1,,,,,,,,,3,,,0,"Thouin, Mark","Rawat, Manavi",,,,,mxt083000,mark thouin,Business Analytics With R 
MIS,6356,002,,7,,1,1,,,1,,,,,1,3,,,0,"Chen, Jianqing","Zhang, Chenglong",,,,,jxc111031,jianqing chen,Business Analytics With R 
MIS,6356,003,,3,7,4,1,1,,,,,,,,10,,,0,"Chatterjee, Sourav",,,,,,sxc180075,sourav chatterjee,Business Analytics With R 
MIS,6356,502,,1,3,2,,,,,,,,,,5,,,1,"Shrivastava, Prakash C","Sheraaz Soheil Ahmed, FNU",,,,,pcs130130,prakash shrivastava,Business Analytics With R 
MIS,6357,002,,9,4,,,,,,,,,,,1,,,0,"Johnston, Walter L",,,,,,wlj031000,walter johnston,Advanced Business Analytics with R 
MIS,6360,001,,34,9,3,1,,,,,,,,,7,,,0,"Thouin, Mark","Agrawal, Priyanka",,,,,mxt083000,mark thouin,Agile Project Management 
MIS,6363,001,,25,21,6,,1,,,,,,,,4,,,1,"Song, Logan",,,,,,lxs190018,liugen song,Cloud Computing 
MIS,6373,501,,34,25,,,,,,,,,,,1,,,0,"Ginevich, Rostislav","Muthukrishnan, Bharathi",,,,,rxg172930,rostislav ginevich,Social Media Business 
MIS,6380,001,,6,8,13,7,1,2,1,,,,,,7,,,0,"Bradbury, Judd D","Jethwani, Pallavi",,,,,jdb101000,judd bradbury,Data Visualization 
MIS,6380,002,,15,19,13,5,,,,,,,,,3,,,0,"Islam, Naser","Sultana, Yasmin",,,,,nxi110630,naser islam,Data Visualization 
MIS,6380,003,,15,8,4,3,1,,,,,,,,7,,,0,"Bradbury, Judd D","Jethwani, Pallavi",,,,,jdb101000,judd bradbury,Data Visualization 
MIS,6380,0W1,,3,8,4,4,1,1,,,,,,3,12,,,0,"Bradbury, Judd D","Jethwani, Pallavi",,,,,jdb101000,judd bradbury,Data Visualization 
MIS,6382,001,,28,7,2,1,1,,,,,,,,17,,,2,"Sohaee, Nassim","Gupta, Abhay",,,,,nxs045000,nassim sohaee,Object Oriented Programming in Python 
MIS,6382,002,,28,8,1,3,1,,,,,,,,8,,,0,"Wang, Hongchang","Gupta, Abhay",,,,,hxw140930,hongchang wang,Object Oriented Programming in Python 
MIS,6382,501,,15,4,,1,,,2,,,,,2,10,,,1,"Wang, Hongchang","Gupta, Abhay",,,,,hxw140930,hongchang wang,Object Oriented Programming in Python 
MIS,6384,501,,4,7,4,,,,,,,,,,,,,0,"Shroff, Tejas N","Liu, Yihong",,,,,tns190000,tejas shroff,Preparing for Cybersecurity Threats 
MKT,3100,001,30,7,2,,1,,,,,,,,,,,,0,"Bigham, Ernest P",,,,,,epb180001,ernest bigham,Professional Development 
MKT,3300,001,5,22,9,4,,2,,,,,,,,,6,,0,"Pahwa, Parneet","Karavasili, Pavlina","Shahzad, Haleema",,,,pxp030100,parneet pahwa,Principles of Marketing 
MKT,3300,002,6,19,12,5,2,,,,,,,,,,3,,0,"Pahwa, Parneet","Karavasili, Pavlina","Shahzad, Haleema",,,,pxp030100,parneet pahwa,Principles of Marketing 
MKT,3300,003,1,9,14,6,4,5,,,,,,,1,,6,2,0,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Principles of Marketing 
MKT,3300,004,2,15,8,8,4,3,,1,,1,,,,,13,1,0,"Wu, Fang","Shahzad, Haleema",,,,,fxw052000,fang wu,Principles of Marketing 
MKT,3300,005,,34,3,3,9,1,,1,1,,,,,,3,1,0,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna,Principles of Marketing 
MKT,3300,006,16,19,10,1,5,3,,,1,,,,,,1,,0,"Kasaian, Keyvan",,,,,,kxk153830,,Principles of Marketing 
MKT,3300,007,,11,3,8,12,1,3,,,,,,,,7,2,1,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Principles of Marketing 
MKT,3300,008,5,13,22,3,,1,,,,,,,,,3,,0,"Chiong, Khai X","Chandna, Sarakshi",,,,,kxc173030,khai chiong,Principles of Marketing 
MKT,3300,009,10,23,12,1,1,,,,,,,,,,2,,0,"Chiong, Khai X","Chandna, Sarakshi",,,,,kxc173030,khai chiong,Principles of Marketing 
MKT,3300,010,10,4,11,7,7,,,,,,,,1,,6,1,1,"Elmi, Omid",,,,,,oxe160230,omid elmi,Principles of Marketing 
MKT,3300,011,,15,8,6,1,6,3,2,1,,,,,,9,2,2,"Wu, Fang","Shahzad, Haleema",,,,,fxw052000,fang wu,Principles of Marketing 
MKT,3300,012,,3,1,2,2,,2,2,,,,,,,4,1,1,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Principles of Marketing 
MKT,3300,0W1,,15,4,4,16,,,,,,,,1,,7,,2,"Pahwa, Parneet","Shahzad, Haleema","Karavasili, Pavlina",,,,pxp030100,parneet pahwa,Principles of Marketing 
MKT,3300,0W2,,9,7,10,5,4,2,,,,,,,,12,,0,"Wu, Fang","Bagheri Tirtashi, Ali",,,,,fxw052000,fang wu,Principles of Marketing 
MKT,3300,501,,10,3,8,10,,4,2,,,,,,,7,2,1,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Principles of Marketing 
MKT,3300,502,,7,12,12,13,4,1,,,,,,,,7,,0,"Farquharson, Neil",,,,,,nxf051000,neil farquharson,Principles of Marketing 
MKT,3300,5E1,,2,15,9,1,3,1,,,,,,,,5,,1,"Meda, Edward","Shen, Christina",,,,,exm150330,edward meda,Principles of Marketing 
MKT,3300,HON,4,37,20,3,,,,,,,,,,,8,,0,"Egeland, Rita E",,,,,,rxb154430,rita bargerhuff egeland,Principles of Marketing 
MKT,3320,001,4,24,9,2,3,,1,1,,,,,,,12,,0,"Haworth, Julie B","Kshatriya, Ankitsingh O",,,,,haworth,julie haworth,Product and Brand Management 
MKT,3330,001,12,6,4,,1,,,1,,,,,,,3,,2,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Introduction to Professional Selling 
MKT,3330,002,8,12,4,1,2,,,,,,,,,,2,1,0,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,003,12,10,3,3,1,,,,,,,,,,2,1,1,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Introduction to Professional Selling 
MKT,3330,005,3,13,8,1,,,1,,,,,,1,,2,2,1,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,006,5,12,6,1,1,1,,,,,1,,,,4,,0,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,501,14,1,3,2,4,1,,,,,,,,,1,1,1,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Introduction to Professional Selling 
MKT,3330,502,7,8,2,,1,,,1,,,,,2,,,4,0,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Introduction to Professional Selling 
MKT,3340,001,,11,1,6,11,1,5,3,,1,,,,,9,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Research 
MKT,3340,501,1,28,11,3,1,,,,,,,,,,4,,0,"Hudelot, Loretta F",,,,,,lfh170000,loretta hudelot,Marketing Research 
MKT,4330,001,,6,10,6,13,2,2,2,,,,,,,3,1,0,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna,Digital and Internet Marketing 
MKT,4330,0W1,8,5,6,7,4,4,,,1,,,,1,,5,1,1,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Digital and Internet Marketing 
MKT,4330,0W2,3,6,8,4,3,,4,1,1,1,,1,2,,6,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Digital and Internet Marketing 
MKT,4332,001,2,11,2,4,3,,,,,,,,,,4,2,0,"Dover, Howard F",,,,,,hfd021000,howard dover,Advanced Personal Selling 
MKT,4334,001,41,7,1,,,,,,,,,,,,,,0,"Johnson, Quincy F",,,,,,qfj061000,quincy johnson,Social Media Marketing 
MKT,4335,001,23,5,2,2,2,1,1,,,,,,,,1,2,0,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Category Buying 
MKT,4336,501,4,4,,2,2,,,,,,,,,,,1,0,"Haseman, Charles",,,,,,cxh180018,charles haseman,E-Retailing 
MKT,4337,501,1,15,6,7,1,2,1,,2,,1,,,,2,1,1,"Farquharson, Neil",,,,,,nxf051000,neil farquharson,Marketing Analytics 
MKT,4338,501,19,18,,,5,,,,,,,,,,6,,0,"Dickinson, Keith",,,,,,kxd084000,keith dickinson,Marketing Content Creation 
MKT,4340,001,5,8,18,6,8,1,,,,,,,,,2,,0,"Bigham, Ernest P",,,,,,epb180001,ernest bigham,Consumer Behavior 
MKT,4350,001,2,8,4,4,2,4,2,1,,,1,,,,10,1,0,"Biswas, Abhijit","Shetty, Reema R","Iyer, Smruti Viswanath","Tran, Kim Thuc",,,axb019100,abhijit biswas,Advertising 
MKT,4360,501,16,23,,1,1,,,,,,,,,,2,,1,"Haworth, Julie B","Kshatriya, Ankitsingh O",,,,,haworth,julie haworth,Social Marketing 
MKT,4370,001,8,4,5,2,2,2,1,,,,,,,,,,0,"Egeland, Rita E",,,,,,rxb154430,rita bargerhuff egeland,Marketing Projects 
MKT,4380,001,,15,13,16,,1,,,,,,,,,1,,0,"Corbin, Sonja C",,,,,,scc130530,sonja corbin,Capstone Course in Marketing 
MKT,4380,002,,11,13,6,2,,,,,,,,,,3,1,0,"Wu, Fang","Bagheri Tirtashi, Ali",,,,,fxw052000,fang wu,Capstone Course in Marketing 
MKT,6301,001,,7,1,6,1,,,,,,,,,8,,,0,"Jain, Sanjay","Lutumba, Gottfreid B",,,,,sxj164830,sanjay jain,Marketing Management 
MKT,6301,0W1,,11,6,3,11,4,,,,,,,,14,,,0,"Pahwa, Parneet","Shahzad, Haleema","Karavasili, Pavlina",,,,pxp030100,parneet pahwa,Marketing Management 
MKT,6301,0W2,,13,,3,15,5,1,2,,,,,,5,,,1,"Kumar, Nanda","Saremi, Ehsan",,,,,nkumar,nanda kumar,Marketing Management 
MKT,6301,501,,7,10,15,4,,,,,,,,,10,,,0,"Bruce, Norris I","Chandna, Sarakshi","Bagheri Tirtashi, Ali",,,,nxb018100,norris bruce,Marketing Management 
MKT,6301,502,,11,3,7,7,,,,,,,,,14,,,0,"Bruce, Norris I","Bagheri Tirtashi, Ali","Chandna, Sarakshi",,,,nxb018100,norris bruce,Marketing Management 
MKT,6301,AW1,,24,,,,,,1,,,,,,,,,2,"Munch, James",,,,,,,james munch,
MKT,6301,CW1,,24,,,,,,,,,,,,,,,0,"Munch, James",,,,,,,james munch,
MKT,6301,CW2,,30,,,,,,,,,,,,,,,0,"Munch, James",,,,,,,james munch,
MKT,6301,GW1,,4,24,6,3,2,,1,,,,,1,,,,1,"Albrecht, Maria",,,,,,mxa180037,maria albrecht,
MKT,6309,501,,7,3,3,2,,,,,,,,,10,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Data Analysis and Research 
MKT,6310,0W1,,24,5,10,2,,2,,,,,,,3,,,1,"Biswas, Abhijit","Tran, Kim Thuc",,,,,axb019100,abhijit biswas,Consumer Behavior 
MKT,6321,0W1,,23,1,5,10,2,,,,,,,,7,,,1,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Interactive and Digital Marketing 
MKT,6329,501,,4,3,2,2,,,,,,,,,,,,0,"Bruce, Norris I","Chandna, Sarakshi","Bagheri Tirtashi, Ali",,,,nxb018100,norris bruce,New Product Development 
MKT,6330,0W1,,14,15,3,13,,,,,,,,,4,,,0,"Biswas, Abhijit","Shetty, Reema R",,,,,axb019100,abhijit biswas,Brand Management 
MKT,6332,501,,4,3,6,2,2,2,,,,,,,6,,,0,"Biswas, Abhijit","Tran, Kim Thuc","Shetty, Reema R",,,,axb019100,abhijit biswas,Advertising and Promotional Strategy 
MKT,6334,501,,14,,,,,,,,,,,,2,,,0,"Dover, Howard F",,,,,,hfd021000,howard dover,Digital Sales Strategy 
MKT,6339,501,,5,6,7,3,,,,,,,,,4,,,0,"Subramanian, Upender","Saremi, Ehsan",,,,,uxs092000,upender subramanian,Capstone Marketing Decision Making 
MKT,6344,XS1,,19,4,,,,,,,,,,,2,,,0,"Ginevich, Rostislav",,,,,,rxg172930,rostislav ginevich,
MKT,6352,001,,20,6,7,8,,,,,,,,1,15,,,2,"Tirone, Guido",,,,,,gxt170001,guido tirone,Marketing Web Analytics and Insights 
MKT,6352,0W1,,18,4,4,4,,,,,,,,,15,,,0,"Tirone, Guido",,,,,,gxt170001,guido tirone,Marketing Web Analytics and Insights 
MKT,6353,501,,11,,,2,,,,,,,,,4,,,0,"Kumar, Nanda","Saremi, Ehsan",,,,,nkumar,nanda kumar,Customer Analytics and Insights 
MKT,6V99,501,,11,,,,,,,,,,,1,,,,0,"Tirone, Guido",,,,,,gxt170001,guido tirone,Special Topics in Marketing 
MSEN,3302,001,1,,1,,1,1,1,,,,,,,,5,,0,"Wallace, Robert M","Singh, Vidushi",,,,,rmw031000,robert wallace,Microscopy  Spectroscopy  and Nanotech Instrumentation 
MSEN,5360,001,,1,2,3,3,3,,,,,,,,2,,,0,"Walker, Amy V","Badhe, Yutika Ravindra",,,,,axw092000,,Materials Characterization 
MSEN,6324,001,,3,6,2,2,,,,,,,,1,,,,0,"Quevedo-Lopez, Manuel","Nandagopala Krishnan, Siddartha Srinivasan","Sheikhlari, Sepehr",,,,mxq071000,manuel quevedo lopez,Electronic  Optical and Magnetic Materials 
MUSI,1306,001,39,6,1,,,,,,,,,,,,3,,0,"Jones, Eric",,,,,,exj180003,eric jones,Understanding Music 
MUSI,1306,003,25,19,,,1,1,,,,,,,,,2,,1,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury,Understanding Music 
MUSI,1306,004,,32,5,,1,1,1,,1,,,1,1,,4,,1,"Palant, Jonathan",,,,,,jxp170230,jonathan palant,Understanding Music 
MUSI,1306,005,22,19,,1,,,,1,,,,,,,5,,1,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury,Understanding Music 
MUSI,1306,501,33,5,3,1,1,1,,,,,,,,,4,,1,"Wilder, James E",,,,,,jew042000,james wilder,Understanding Music 
MUSI,2113,501,1,16,,,,,,,,,,,,,,,0,"Gerard, Lori A",,,,,,lag091020,lori gerard,Pep Band 
MUSI,2127,001,,47,2,,,,,1,,,,,,,3,,2,"Palant, Jonathan",,,,,,jxp170230,jonathan palant,University Choir 
MUSI,2315,001,1,14,,,1,1,,,,,,,,,1,,1,"Hodan, Daniel M",,,,,,dmh017000,daniel hodan,Guitar I 
MUSI,2315,002,13,3,1,,1,,,,,,,,1,,3,1,1,"Wilder, James E",,,,,,jew042000,james wilder,Guitar I 
MUSI,2315,501,,12,,,1,,,1,,,,,,,1,,0,"Hodan, Daniel M",,,,,,dmh017000,daniel hodan,Guitar I 
MUSI,2317,001,,11,1,,,,,,,,,,,,3,,3,"Medrick, Mary A",,,,,,mam017200,mary medrick,Piano I 
MUSI,2317,002,,11,2,,,,,,,,,,,,4,,0,"Medrick, Mary A",,,,,,mam017200,mary medrick,Piano I 
MUSI,2317,003,3,4,2,,1,,,1,,,,,,,6,,0,"Parsoneault, Catherine",,,,,,cxp160030,catherine parsoneault,Piano I 
MUSI,2319,001,2,6,2,,,,,,,,,,,,2,,1,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Digital Music I 
MUSI,2321,001,39,5,,,,,,,,,,,2,,1,,0,"Jones, Eric",,,,,,exj180003,eric jones,Music Cultures of the World 
MUSI,2322,001,3,7,2,,2,,1,,1,,,,2,,1,,3,"Gerard, Lori A",,,,,,lag091020,lori gerard,Music in Western Civilization 
MUSI,2322,002,11,6,,,2,,1,,,,1,,1,,6,1,0,"Bennett, Rodger",,,,,,rxb180025,rodger bennett,Music in Western Civilization 
MUSI,2325,001,,18,,,,,,,,,,,,,,,1,"Riemer Bueckert, Nili",,,,,,nxr190013,nili bueckert,Vocal Instruction I 
MUSI,2328,001,2,5,5,,2,,,,,,,,1,,2,2,2,"Mcvay, Michael",,,,,,mjm031000,michael mcvay,Music Theory I 
MUSI,2328,002,1,8,1,,1,2,,3,,,,,3,,4,4,2,"Mcvay, Michael",,,,,,mjm031000,michael mcvay,Music Theory I 
MUSI,3122,001,,12,,,,,,,,,,,,,,,0,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury,Brass Ensemble I 
MUSI,3322,001,3,6,,1,8,1,,2,1,,1,,3,,4,,0,"Evans, Kathryn C",,,,,,kcevans,kathryn evans,Music in Historical Context 
MUSI,3325,001,4,7,2,5,1,1,1,3,,1,,,1,,4,,0,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Jazz History  Modern Jazz since BeBop 
MUSI,3382,001,,13,,,2,,,,,,,,,,1,1,0,"Riemer Bueckert, Nili",,,,,,nxr190013,nili bueckert,Vocal Instruction II 
MUSI,3388,001,,14,,,,,,,,,,,,,,,1,"Medrick, Mary A",,,,,,mam017200,mary medrick,Piano II 
MUSI,4118,501,,27,,,,,,,,,1,,,,,,0,"Ming, Adron",,,,,,axm167231,adron ming,String Orchestra III 
MUSI,4120,501,,35,,,,,,,,,,,,,1,,1,"Hustis, Gregory J",,,,,,gjh120030,,Wind Ensemble III 
MUSI,4185,001,,19,,,,,,,,,,,,,1,,0,"Palant, Jonathan",,,,,,jxp170230,jonathan palant,Chamber Singers II 
MUSI,4348,001,1,4,1,1,2,,,,,,,,1,,,,0,"Medrick, Mary A",,,,,,mam017200,mary medrick,Creating Music 
NATS,2333,001,18,7,1,1,1,,,,,,,,,,1,,0,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor,Energy  Water  and the Environment 
NATS,3341,001,9,3,5,2,1,3,,,,,,,,,,,0,"Dingrando, Laurel P","Yue, Lok Yiu",,,,,lpd015000,laurel dingrando,Knowing and Learning in Mathematics and Science 
NATS,3343,001,4,9,1,,,,,,,,,,,,,,2,"McConnell, James S",,,,,,jsm019600,james mcconnell,Classroom Interactions 
NATS,3343,002,1,7,,,1,,,,,,,,1,,,,0,"Dorsey, Floyd Z",,,,,,fzd110020,floyd dorsey,Classroom Interactions 
NATS,4141,501,,26,,,,,,1,,,,,,,,,1,"Gammons Jr, Billy G","McConnell, James S","Dorsey, Floyd Z","Martin, Jody",,,bgg021000,,UTeach Apprentice Teaching Seminar 
NATS,4390,001,7,5,1,,2,1,,,1,,,,,,,,0,"Taylor, Stephanie M","Hajeri, Vinita","Stuart, Georgia K","Hale, Baily G","Suura, Ken D","Yue, Lok Yiu",smt031000,stephanie taylor,Research Methods 
NSC,3344,001,2,5,1,1,1,,,,,,,,,,,,0,"Mathew, Betty S","Eppes, Anna A",,,,,bsm170230,betty mathew,Anatomy and Physiology of Speech and Hearing 
NSC,3345,001,3,11,11,5,4,2,,1,1,,1,,1,,3,,2,"Walsh, Diane G","Camacho, Natalia S",,,,,dxg022000,diane walsh,Neural Basis of Communication 
NSC,3361,001,30,61,26,28,24,14,22,10,2,,,,2,,56,10,10,"Miller, Van S","Garner, Katherine M",,,,,vxm077000,van miller,Introduction to Neuroscience 
NSC,3361,002,5,15,27,11,5,2,1,,,,,,,,5,,0,"Raboune, Siham","Lenert, Melissa E",,,,,sxr180071,siham raboune,Introduction to Neuroscience 
NSC,3361,003,7,12,9,6,11,10,13,5,1,,1,,2,,12,1,4,"Taylor, Anna M",,,,,,amt180004,anna taylor,Introduction to Neuroscience 
NSC,3361,004,8,5,12,1,5,3,1,1,,,,,,,2,1,1,"McWilliams, Steven P",,,,,,sxm127330,steven mcwilliams,Introduction to Neuroscience 
NSC,3361,005,3,2,5,5,3,8,1,2,,,,,2,,3,1,1,"McWilliams, Steven P",,,,,,sxm127330,steven mcwilliams,Introduction to Neuroscience 
NSC,3361,HN1,3,20,1,,,,,,,,,,,,1,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow,Introduction to Neuroscience 
NSC,3361,HN2,6,6,3,,,,,,,,,,,,6,1,0,"Rodriguez, Christa M",,,,,,cmr067000,christa mcintyre rodriguez,Introduction to Neuroscience 
NSC,4351,001,7,8,5,,2,,,,,,,,,,3,,0,"Miller, Van S",,,,,,vxm077000,van miller,Medical Neuroscience 
NSC,4351,002,12,10,3,2,,3,,,1,,,,,,1,,0,"Miller, Van S",,,,,,vxm077000,van miller,Medical Neuroscience 
NSC,4352,001,39,18,30,11,6,5,9,3,6,1,,,1,,14,,0,"Kroener, Sven",,,,,,sxk101000,sven kroener,Cellular Neuroscience 
NSC,4352,HN1,7,16,2,,,,,,,,,,,,3,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow,Cellular Neuroscience 
NSC,4353,101,1,1,6,3,,1,,,,,,,,,3,1,0,"McWilliams, Steven P","Driskill, Christopher M",,,,,sxm127330,steven mcwilliams,Neuroscience Laboratory Methods 
NSC,4353,102,4,8,2,2,,,,,,,,,,,,,0,"Sultana, Rukhsana","Tseng, Ching-Tzu",,,,,rxs170431,rukhsana sultana,Neuroscience Laboratory Methods 
